| JD - 2457388(hr) |       Flux |     Flux Err | Airmass |
|       -2.4139274 |  1.0009118 | 0.0098148824 |    1.59 |
|       -2.3967685 |  1.0069002 | 0.0098928516 |   1.582 |
|       -2.3796119 | 0.99457762 | 0.0096163328 |   1.575 |
|       -2.3624283 |  1.0002644 | 0.0097865328 |   1.568 |
|       -2.3452542 | 0.99887139 | 0.0096010344 |   1.561 |
|       -2.3280954 | 0.99514867 | 0.0092994704 |   1.555 |
|       -2.3108841 | 0.99911531 |  0.009490996 |   1.548 |
|       -2.2937279 |  1.0032242 | 0.0098056312 |   1.541 |
|       -2.2765756 |  1.0002587 | 0.0094882424 |   1.535 |
|       -2.2594209 | 0.99938527 | 0.0098062108 |   1.528 |
|       -2.2422617 | 0.98895388 | 0.0091357008 |   1.522 |
|       -2.2251076 | 0.99754653 |  0.008986824 |   1.516 |
|        -2.207954 |   1.001632 | 0.0091392424 |    1.51 |
|       -2.1907916 |  1.0053129 | 0.0089624312 |   1.503 |
|       -2.1736349 |  1.0043324 | 0.0090799712 |   1.497 |
|       -2.1564684 |  1.0062724 | 0.0089692084 |   1.492 |
|       -2.1393057 |  1.0027353 | 0.0091019104 |   1.486 |
|       -2.1221514 | 0.99780688 | 0.0088730468 |    1.48 |
|       -2.1049994 |  1.0052238 | 0.0089285448 |   1.474 |
|       -2.0878427 |  1.0015731 | 0.0090194136 |   1.469 |
|       -2.0706809 |  1.0011232 | 0.0089753732 |   1.463 |
|       -2.0535003 | 0.99809587 | 0.0089139588 |   1.457 |
|       -2.0363209 |  1.0059174 |  0.008721402 |   1.452 |
|       -2.0191896 |  1.0039615 | 0.0089135872 |   1.447 |
|       -2.0020402 | 0.99775983 | 0.0093290328 |   1.441 |
|       -1.9848875 | 0.99995398 | 0.0090390928 |   1.436 |
|       -1.9677348 |  1.0083939 | 0.0091155256 |   1.431 |
|       -1.9505772 |  1.0042429 |  0.008967502 |   1.426 |
|       -1.9334253 |  1.0059137 | 0.0091122108 |   1.421 |
|       -1.9162731 |   1.002446 | 0.0093053576 |   1.416 |
|       -1.8991183 | 0.99487128 | 0.0091629344 |   1.411 |
|       -1.8819675 | 0.99610835 | 0.0090329848 |   1.406 |
|       -1.8648166 |  1.0030046 | 0.0091941556 |   1.402 |
|        -1.847663 | 0.99828737 |  0.009188136 |   1.397 |
|       -1.8305127 | 0.99637329 | 0.0092779212 |   1.392 |
|       -1.8133558 |  1.0005519 | 0.0101384872 |   1.388 |
|       -1.7961718 | 0.99424357 | 0.0090726084 |   1.383 |
|       -1.7789818 |  1.0034525 | 0.0090089624 |   1.379 |
|       -1.7618224 | 0.99595162 | 0.0089798968 |   1.375 |
|       -1.7446703 | 0.99977848 | 0.0088843688 |    1.37 |
|       -1.7275163 |  1.0000144 | 0.0088563284 |   1.366 |
|        -1.710335 |   1.002669 | 0.0087338364 |   1.362 |
|       -1.6931812 |  1.0007728 |  0.008894812 |   1.358 |
|       -1.6760198 |  1.0000463 | 0.0087980872 |   1.353 |
|       -1.6588624 |  1.0066948 | 0.0089286776 |   1.349 |
|        -1.641703 |  1.0012493 |  0.008947008 |   1.345 |
|       -1.6245494 | 0.99824896 |  0.008706426 |   1.341 |
|       -1.6073352 |  0.9985562 | 0.0086923116 |   1.338 |
|       -1.5901794 |  1.0047893 | 0.0085931512 |   1.334 |
|       -1.5730222 |  1.0006231 | 0.0086382424 |    1.33 |
|         -1.55587 |  1.0014971 | 0.0086475008 |   1.326 |
|       -1.5387079 | 0.99431441 | 0.0084658136 |   1.322 |
|       -1.5215525 |  1.0025158 | 0.0085576856 |   1.319 |
|       -1.5043944 |  1.0013717 | 0.0085363496 |   1.315 |
|       -1.4872407 |  1.0007184 |  0.008567272 |   1.312 |
|       -1.4700676 |  1.0075866 | 0.0088199052 |   1.308 |
|       -1.4528847 |  1.0070048 | 0.0085450472 |   1.305 |
|       -1.4357223 | 0.99805193 |  0.008594334 |   1.301 |
|       -1.4185246 | 0.99710842 | 0.0084967092 |   1.298 |
|       -1.4013444 |   1.001522 | 0.0084669084 |   1.295 |
|       -1.3841855 |  1.0035029 | 0.0085480996 |   1.291 |
|       -1.3669997 |  1.0049242 |  0.008365156 |   1.288 |
|       -1.3498463 | 0.99863188 | 0.0081691736 |   1.285 |
|       -1.3326628 |  1.0080841 | 0.0086997832 |   1.282 |
|       -1.3154663 |  1.0007711 | 0.0083226888 |   1.279 |
|       -1.2982878 |  1.0074912 | 0.0083858076 |   1.276 |
|       -1.2811327 |  1.0023452 | 0.0083836012 |   1.273 |
|       -1.2639686 |  1.0032587 | 0.0081971432 |    1.27 |
|       -1.2468145 |  1.0030545 | 0.0081698692 |   1.267 |
|       -1.2296646 |  1.0025753 |   0.00842132 |   1.264 |
|       -1.2125125 | 0.99989257 | 0.0081452488 |   1.261 |
|       -1.1953755 |  1.0059834 | 0.0082760248 |   1.258 |
|       -1.1782241 |  1.0028628 | 0.0083091192 |   1.255 |
|       -1.1610706 | 0.99750527 | 0.0082449812 |   1.253 |
|       -1.1439169 |  1.0003724 | 0.0084303304 |    1.25 |
|       -1.1267321 |  1.0051667 |  0.008382916 |   1.247 |
|       -1.1095584 |  1.0029939 | 0.0084903008 |   1.245 |
|       -1.0924102 | 0.99558669 | 0.0083936804 |   1.242 |
|       -1.0752579 |  1.0025257 | 0.0083612096 |    1.24 |
|       -1.0580962 |  1.0058102 | 0.0084290344 |   1.237 |
|       -1.0409426 |  1.0042295 | 0.0082005004 |   1.235 |
|       -1.0237881 |  1.0009451 |  0.008366648 |   1.232 |
|       -1.0066325 |   1.006181 | 0.0082336996 |    1.23 |
|      -0.98947485 |  1.0024946 | 0.0084183884 |   1.227 |
|      -0.97231195 |  1.0078683 | 0.0084147572 |   1.225 |
|      -0.95515907 |  1.0063074 | 0.0084429124 |   1.223 |
