| JD - 2457388(hr) |       Flux |     Flux Err | Airmass |
|       -2.4139274 |  0.9936546 | 0.0102938664 |    1.59 |
|       -2.3967685 | 0.99963532 | 0.0103989196 |   1.582 |
|       -2.3796119 |  1.0003121 | 0.0103350864 |   1.575 |
|       -2.3624283 | 0.99650933 | 0.0103086804 |   1.568 |
|       -2.3452542 | 0.99817784 | 0.0102489056 |   1.561 |
|       -2.3280954 | 0.99491365 | 0.0099334716 |   1.555 |
|       -2.3108841 | 0.99943234 |   0.01015636 |   1.548 |
|       -2.2937279 | 0.99934007 |  0.010364582 |   1.541 |
|       -2.2765756 |  1.0020945 | 0.0100911456 |   1.535 |
|       -2.2594209 |  1.0047323 | 0.0104488152 |   1.528 |
|       -2.2422617 | 0.99881176 | 0.0097347976 |   1.522 |
|       -2.2251076 |  1.0010084 | 0.0096861448 |   1.516 |
|        -2.207954 | 0.99460978 | 0.0096758308 |    1.51 |
|       -2.1907916 | 0.99622781 | 0.0094593572 |   1.503 |
|       -2.1736349 |  1.0039112 | 0.0096524488 |   1.497 |
|       -2.1564684 |  1.0055802 | 0.0095952948 |   1.492 |
|       -2.1393057 |  1.0080311 |  0.009782016 |   1.486 |
|       -2.1221514 | 0.99629529 | 0.0095182124 |    1.48 |
|       -2.1049994 |  1.0062232 | 0.0095994268 |   1.474 |
|       -2.0878427 |   1.014413 | 0.0097881668 |   1.469 |
|       -2.0706809 | 0.99744199 |  0.009556414 |   1.463 |
|       -2.0535003 |  1.0023145 |  0.009603346 |   1.457 |
|       -2.0363209 |  1.0039424 | 0.0093945892 |   1.452 |
|       -2.0191896 |  1.0014187 |  0.009546046 |   1.447 |
|       -2.0020402 |  1.0090065 | 0.0100226024 |   1.441 |
|       -1.9848875 |   1.002978 | 0.0096917216 |   1.436 |
|       -1.9677348 |  1.0060341 | 0.0097240156 |   1.431 |
|       -1.9505772 |  1.0040005 | 0.0097096248 |   1.426 |
|       -1.9334253 |  1.0083205 | 0.0097356772 |   1.421 |
|       -1.9162731 |  1.0013273 | 0.0099337124 |   1.416 |
|       -1.8991183 | 0.99993684 |  0.009871106 |   1.411 |
|       -1.8819675 | 0.99626057 | 0.0097495616 |   1.406 |
|       -1.8648166 |  1.0039915 | 0.0099874388 |   1.402 |
