| JD - 2457388(hr) |       Flux |     Flux Err | Airmass |
|       -2.4139274 | 0.98800245 | 0.0142891876 |    1.59 |
|       -2.3796119 |  1.0008531 | 0.0136615176 |   1.575 |
|       -2.3624283 | 0.99422075 | 0.0138346124 |   1.568 |
|       -2.3452542 | 0.98167818 |  0.013435254 |   1.561 |
|       -2.3280954 | 0.98973222 | 0.0132143872 |   1.555 |
|       -2.3108841 |  1.0011719 |  0.013617232 |   1.548 |
|       -2.2937279 | 0.97983596 | 0.0135286552 |   1.541 |
|       -2.2765756 | 0.98281742 |  0.013399912 |   1.535 |
|       -2.2594209 | 0.99239349 | 0.0138974716 |   1.528 |
|       -2.2422617 |  0.9989219 | 0.0131227384 |   1.522 |
|       -2.2251076 | 0.98805574 | 0.0128729368 |   1.516 |
|        -2.207954 | 0.99819646 |  0.013021674 |    1.51 |
|       -2.1907916 |  1.0056962 | 0.0128824508 |   1.503 |
|       -2.1736349 | 0.99486742 |  0.012844516 |   1.497 |
|       -2.1564684 |  1.0054027 | 0.0129288124 |   1.492 |
|       -2.1393057 | 0.99387607 |  0.012951758 |   1.486 |
|       -2.1221514 |  1.0072369 |  0.012861656 |    1.48 |
|       -2.1049994 | 0.99446979 | 0.0125650716 |   1.474 |
|       -2.0878427 | 0.97762293 | 0.0125349788 |   1.469 |
|       -2.0706809 | 0.99958346 | 0.0129283556 |   1.463 |
|       -2.0535003 | 0.98824993 | 0.0126393068 |   1.457 |
|       -2.0363209 | 0.99281124 | 0.0126284404 |   1.452 |
|       -2.0191896 | 0.99690002 | 0.0128289316 |   1.447 |
|       -2.0020402 | 0.98595918 | 0.0130520692 |   1.441 |
|       -1.9848875 | 0.99571385 | 0.0127373976 |   1.436 |
|       -1.9677348 | 0.99282317 | 0.0128376372 |   1.431 |
|       -1.9505772 | 0.99939618 | 0.0128466392 |   1.426 |
|       -1.9334253 |  1.0098247 | 0.0128646196 |   1.421 |
|       -1.9162731 |  1.0015685 | 0.0132428816 |   1.416 |
|       -1.8991183 | 0.99915675 | 0.0131111696 |   1.411 |
|       -1.8819675 |  1.0029546 | 0.0132564712 |   1.406 |
|       -1.8648166 |  1.0010926 | 0.0131957496 |   1.402 |
|        -1.847663 | 0.99498897 | 0.0131800488 |   1.397 |
