| JD - 2457388(hr) |       Flux |     Flux Err | Airmass |
|       -2.4139274 |  1.0056523 |   0.02988012 |    1.59 |
|       -2.3967685 |  1.0064435 |   0.02968103 |   1.582 |
|       -2.3796119 |   1.026955 | 0.0283962176 |   1.575 |
|       -2.3624283 |  1.0019421 |  0.029246054 |   1.568 |
|       -2.3452542 | 0.99776128 |  0.027784082 |   1.561 |
|       -2.3280954 |  1.0266132 | 0.0277695848 |   1.555 |
|       -2.3108841 |  1.0433586 |  0.029622932 |   1.548 |
|       -2.2937279 | 0.97717177 | 0.0283997728 |   1.541 |
|       -2.2765756 | 0.99336084 |  0.028690496 |   1.535 |
|       -2.2594209 |  1.0358493 | 0.0297158724 |   1.528 |
|       -2.2422617 |  1.0307499 |  0.028036132 |   1.522 |
|       -2.2251076 |  1.0117001 | 0.0271624756 |   1.516 |
|        -2.207954 | 0.98842494 | 0.0273259524 |    1.51 |
|       -2.1907916 | 0.99117088 |  0.027415136 |   1.503 |
|       -2.1736349 | 0.99414091 |  0.027478756 |   1.497 |
|       -2.1564684 | 0.99303508 | 0.0269999252 |   1.492 |
|       -2.1393057 | 0.98308626 | 0.0277713904 |   1.486 |
|       -2.1221514 | 0.99624762 | 0.0271228116 |    1.48 |
|       -2.0878427 |  0.9976144 | 0.0266911336 |   1.469 |
|       -2.0535003 | 0.97331107 | 0.0261256404 |   1.457 |
|       -2.0363209 | 0.98173742 |  0.026577124 |   1.452 |
|       -2.0191896 | 0.98538147 | 0.0275190616 |   1.447 |
|       -2.0020402 | 0.99861766 | 0.0266556072 |   1.441 |
|       -1.9848875 |  1.0087194 | 0.0260072668 |   1.436 |
|       -1.9677348 | 0.99077198 | 0.0267387144 |   1.431 |
|       -1.9505772 |  1.0061638 | 0.0269552996 |   1.426 |
|       -1.9334253 | 0.99949654 |  0.026546878 |   1.421 |
|       -1.9162731 | 0.99747179 | 0.0277241132 |   1.416 |
|       -1.8991183 |  1.0294653 | 0.0275993812 |   1.411 |
|       -1.8819675 |  1.0348516 | 0.0286811676 |   1.406 |
|       -1.8648166 |   1.013464 | 0.0274218752 |   1.402 |
|        -1.847663 |  1.0220853 | 0.0272575904 |   1.397 |
|       -1.8305127 |  1.0052992 |   0.02766014 |   1.392 |
|       -1.8133558 |  1.0307591 | 0.0320714888 |   1.388 |
|       -1.7961718 |  1.0193229 |  0.027343206 |   1.383 |
|       -1.7789818 | 0.99200021 |  0.027282878 |   1.379 |
|       -1.7618224 | 0.99650441 | 0.0280748856 |   1.375 |
|       -1.7446703 |  1.0101255 | 0.0271758304 |    1.37 |
