| JD - 2457388(hr) |       Flux |     Flux Err | Airmass |
|       -2.4139274 |  1.0004129 | 0.0091140692 |    1.59 |
|       -2.3967685 |  1.0040395 | 0.0091520156 |   1.582 |
|       -2.3796119 | 0.99461338 | 0.0089469416 |   1.575 |
|       -2.3624283 |  1.0032631 |   0.00920104 |   1.568 |
|       -2.3452542 | 0.99219452 |  0.008918152 |   1.561 |
|       -2.3280954 | 0.99562623 | 0.0086689972 |   1.555 |
|       -2.3108841 | 0.99666859 |  0.008925172 |   1.548 |
|       -2.2937279 | 0.99659574 |  0.009144146 |   1.541 |
|       -2.2765756 | 0.99937265 |  0.008937232 |   1.535 |
|       -2.2594209 |  1.0017027 | 0.0092498976 |   1.528 |
|       -2.2422617 | 0.99823511 | 0.0085968936 |   1.522 |
|       -2.2251076 | 0.99235625 | 0.0082942388 |   1.516 |
|        -2.207954 | 0.99832284 | 0.0084154976 |    1.51 |
|       -2.1907916 |  0.9987381 | 0.0082764244 |   1.503 |
|       -2.1564684 | 0.99324085 | 0.0082368044 |   1.492 |
|       -2.1393057 |   0.994662 | 0.0083084636 |   1.486 |
|       -2.1221514 | 0.99356829 | 0.0082904752 |    1.48 |
|       -2.1049994 | 0.99868584 |  0.008242564 |   1.474 |
|       -2.0878427 | 0.99461024 | 0.0083036496 |   1.469 |
|       -2.0706809 |  0.9903963 | 0.0082336388 |   1.463 |
|       -2.0535003 | 0.99654952 | 0.0081521488 |   1.457 |
|       -2.0363209 | 0.98895555 | 0.0080002568 |   1.452 |
|       -2.0191896 | 0.99308473 |   0.00822885 |   1.447 |
|       -2.0020402 |  0.9982414 | 0.0085568984 |   1.441 |
|       -1.9848875 |  1.0018985 | 0.0083273856 |   1.436 |
|       -1.9677348 | 0.99513142 |  0.008199412 |   1.431 |
|       -1.9505772 | 0.99901626 | 0.0082357636 |   1.426 |
|       -1.9334253 | 0.99903727 | 0.0082779344 |   1.421 |
|       -1.9162731 |        1.0 | 0.0085765064 |   1.416 |
|       -1.8991183 |  1.0098531 |  0.008581692 |   1.411 |
|       -1.8819675 | 0.99413727 | 0.0083645128 |   1.406 |
|       -1.8648166 |  1.0007382 |  0.008486404 |   1.402 |
|        -1.847663 | 0.99537535 | 0.0084158028 |   1.397 |
|       -1.8305127 | 0.99538957 | 0.0084683464 |   1.392 |
|       -1.8133558 |  1.0041971 | 0.0095015416 |   1.388 |
|       -1.7961718 |  0.9989793 | 0.0083600848 |   1.383 |
|       -1.7618224 | 0.99698098 |   0.00830643 |   1.375 |
|       -1.7446703 | 0.99493479 | 0.0081560164 |    1.37 |
|       -1.7275163 | 0.99559175 | 0.0081186044 |   1.366 |
|        -1.710335 | 0.99701373 | 0.0079998836 |   1.362 |
|       -1.6931812 | 0.99810331 | 0.0082244488 |   1.358 |
|       -1.6760198 | 0.99207082 | 0.0080206608 |   1.353 |
|       -1.6588624 | 0.99868898 | 0.0082481268 |   1.349 |
|        -1.641703 | 0.99207437 | 0.0082439116 |   1.345 |
|       -1.6245494 |  1.0024695 |  0.007953104 |   1.341 |
|       -1.6073352 |   0.997726 | 0.0079615912 |   1.338 |
|       -1.5901794 | 0.99566178 | 0.0077564028 |   1.334 |
|       -1.5730222 | 0.98909248 |   0.00775264 |    1.33 |
