| JD - 2457388(hr) |       Flux |     Flux Err | Airmass |
|       -2.4139274 | 0.99051028 | 0.0079807352 |    1.59 |
|       -2.3967685 | 0.98675292 |  0.008019776 |   1.582 |
|       -2.3796119 | 0.99001941 |  0.007978048 |   1.575 |
|       -2.3624283 | 0.98749123 | 0.0079949708 |   1.568 |
|       -2.3452542 | 0.99252771 | 0.0079228216 |   1.561 |
|       -2.3280954 | 0.99481031 | 0.0078012636 |   1.555 |
|       -2.3108841 | 0.98757525 | 0.0079009192 |   1.548 |
|       -2.2937279 | 0.99429647 | 0.0079895016 |   1.541 |
|       -2.2765756 | 0.98987875 | 0.0078219268 |   1.535 |
|       -2.2594209 | 0.98883389 | 0.0079998812 |   1.528 |
|       -2.2422617 | 0.99707325 | 0.0076979636 |   1.522 |
|       -2.2251076 |  0.9974074 | 0.0076009812 |   1.516 |
|        -2.207954 | 0.99364956 | 0.0076040572 |    1.51 |
|       -2.1907916 | 0.99616801 | 0.0075515376 |   1.503 |
|       -2.1736349 |  1.0016542 | 0.0076816388 |   1.497 |
|       -2.1564684 | 0.99462392 | 0.0075485724 |   1.492 |
|       -2.1393057 |  1.0188151 | 0.0076682344 |   1.486 |
|       -2.1221514 |  0.9938841 | 0.0075651216 |    1.48 |
|       -2.1049994 | 0.99928639 | 0.0075095548 |   1.474 |
|       -2.0878427 | 0.99997731 |  0.007633306 |   1.469 |
|       -2.0706809 | 0.99686624 | 0.0075930256 |   1.463 |
|       -2.0535003 |  1.0011966 | 0.0075712032 |   1.457 |
|       -2.0363209 | 0.99084815 |  0.007437976 |   1.452 |
|       -2.0191896 | 0.98901993 |  0.007506224 |   1.447 |
|       -2.0020402 |  1.0002103 | 0.0077683948 |   1.441 |
|       -1.9848875 | 0.99685775 | 0.0076197864 |   1.436 |
|       -1.9677348 | 0.99933729 | 0.0076272728 |   1.431 |
|       -1.9505772 | 0.99387727 |  0.007551262 |   1.426 |
|       -1.9334253 | 0.99756268 | 0.0076346736 |   1.421 |
|       -1.9162731 | 0.99198559 | 0.0077892712 |   1.416 |
|       -1.8991183 | 0.99561215 | 0.0077403276 |   1.411 |
|       -1.8819675 | 0.98522374 | 0.0076629296 |   1.406 |
|       -1.8648166 | 0.98721565 | 0.0077687484 |   1.402 |
|        -1.847663 |  0.9951388 | 0.0077601668 |   1.397 |
|       -1.8305127 | 0.99463089 | 0.0077842672 |   1.392 |
|       -1.8133558 | 0.98311201 | 0.0083509708 |   1.388 |
|       -1.7961718 |  1.0010334 | 0.0077640912 |   1.383 |
|       -1.7789818 | 0.99516867 | 0.0076395012 |   1.379 |
|       -1.7618224 | 0.99456874 | 0.0076890424 |   1.375 |
|       -1.7446703 | 0.98959303 | 0.0075558244 |    1.37 |
|       -1.7275163 | 0.99090306 | 0.0075628204 |   1.366 |
|        -1.710335 | 0.99169124 |   0.00746156 |   1.362 |
|       -1.6931812 | 0.99484535 | 0.0076389048 |   1.358 |
|       -1.6760198 | 0.99448755 | 0.0075806672 |   1.353 |
|       -1.6588624 | 0.99253089 |   0.00765409 |   1.349 |
|        -1.641703 | 0.98876084 | 0.0076326664 |   1.345 |
|       -1.6245494 | 0.99617449 |    0.0075175 |   1.341 |
|       -1.6073352 | 0.99151299 | 0.0074922108 |   1.338 |
|       -1.5901794 | 0.99364908 |  0.007440276 |   1.334 |
|       -1.5730222 |  1.0032766 | 0.0074954668 |    1.33 |
|         -1.55587 |  1.0019899 | 0.0075913572 |   1.326 |
|       -1.5387079 | 0.99831388 | 0.0074402208 |   1.322 |
|       -1.5215525 | 0.99911435 | 0.0074741624 |   1.319 |
|       -1.5043944 | 0.99330507 | 0.0074424976 |   1.315 |
|       -1.4872407 |  0.9984684 | 0.0075283832 |   1.312 |
|       -1.4700676 | 0.99855573 | 0.0075536036 |   1.308 |
|       -1.4528847 | 0.99694295 | 0.0074052772 |   1.305 |
|       -1.4357223 | 0.99416665 |  0.007485332 |   1.301 |
|       -1.4185246 | 0.99864099 | 0.0074316312 |   1.298 |
|       -1.4013444 |  1.0021775 | 0.0074944116 |   1.295 |
|       -1.3841855 | 0.99929253 | 0.0074944256 |   1.291 |
|       -1.3669997 |  1.0032745 | 0.0073571608 |   1.288 |
|       -1.3498463 | 0.99860726 | 0.0072760348 |   1.285 |
|       -1.3326628 | 0.99035314 | 0.0075185584 |   1.282 |
|       -1.3154663 |  0.9985469 | 0.0073270716 |   1.279 |
|       -1.2982878 | 0.99340516 | 0.0073272832 |   1.276 |
|       -1.2811327 | 0.99777052 | 0.0073538144 |   1.273 |
|       -1.2639686 | 0.99631901 | 0.0072282572 |    1.27 |
|       -1.2468145 | 0.99955679 | 0.0072549044 |   1.267 |
|       -1.2296646 |   1.004381 |  0.007422838 |   1.264 |
|       -1.2125125 |  1.0092358 |  0.007283936 |   1.261 |
|       -1.1953755 | 0.99985417 | 0.0073135432 |   1.258 |
|       -1.1782241 | 0.99903426 | 0.0073087828 |   1.255 |
|       -1.1610706 |   1.005612 | 0.0073699572 |   1.253 |
|       -1.1439169 |  1.0000937 | 0.0074006804 |    1.25 |
|       -1.1267321 |  1.0071092 | 0.0073833988 |   1.247 |
|       -1.1095584 | 0.99555331 | 0.0074271792 |   1.245 |
|       -1.0924102 | 0.99896197 | 0.0073918748 |   1.242 |
|       -1.0752579 |  1.0035849 | 0.0073853372 |    1.24 |
|       -1.0580962 |  1.0033719 |  0.007414478 |   1.237 |
|       -1.0409426 |  1.0031406 |  0.007279506 |   1.235 |
|       -1.0237881 |  1.0001368 | 0.0073643296 |   1.232 |
|       -1.0066325 | 0.99867466 | 0.0072813776 |    1.23 |
|      -0.98947485 | 0.99317393 |  0.007352694 |   1.227 |
|      -0.97231195 | 0.99855408 | 0.0073418084 |   1.225 |
|      -0.95515907 | 0.99957252 |  0.007419242 |   1.223 |
|      -0.93798331 |  1.0073336 | 0.0074106452 |    1.22 |
|      -0.92082277 | 0.99798802 | 0.0073271324 |   1.218 |
|      -0.90363025 | 0.99766608 | 0.0072989708 |   1.216 |
|      -0.88647098 | 0.99848461 |  0.007424784 |   1.214 |
|      -0.86930338 |   1.001147 | 0.0075181552 |   1.212 |
|      -0.85214707 | 0.99808866 | 0.0074812028 |    1.21 |
|      -0.83499177 |  1.0001063 | 0.0074865384 |   1.208 |
|      -0.81781283 |  1.0032928 | 0.0074258548 |   1.206 |
|      -0.80065585 | 0.99842977 | 0.0073426556 |   1.204 |
|      -0.78350712 | 0.99360969 | 0.0075343124 |   1.202 |
|      -0.76631989 |  1.0011404 | 0.0076087944 |     1.2 |
|      -0.74916646 |  1.0042166 | 0.0073291792 |   1.198 |
|      -0.73201772 |  1.0002287 | 0.0073500908 |   1.196 |
|      -0.71485827 |  1.0059001 | 0.0074036928 |   1.194 |
|      -0.69768679 |  1.0014894 | 0.0074111256 |   1.192 |
|      -0.68053768 |  1.0008022 | 0.0074365992 |   1.191 |
