| JD - 2457565 (hr) |       Flux |     Flux Err | Airmass |
|        -4.5079613 | 0.98463248 | 0.0081608084 |   1.416 |
|        -4.4866787 | 0.99059289 | 0.0085472852 |   1.408 |
|        -4.4653956 |  1.0082569 | 0.0085942692 |   1.401 |
|        -4.4441073 | 0.98702396 | 0.0085480768 |   1.394 |
|        -4.4228128 |  0.9819547 | 0.0085203736 |   1.387 |
|        -4.4015156 | 0.99669616 | 0.0086102164 |    1.38 |
|        -4.3802279 |  1.0000683 | 0.0084779984 |   1.373 |
|        -4.3589434 |  1.0069591 | 0.0087879852 |   1.366 |
|        -4.3376587 | 0.98430589 | 0.0086520088 |    1.36 |
|        -4.3163706 |  1.0024085 | 0.0088278556 |   1.353 |
|        -4.2950823 | 0.99125611 | 0.0088762272 |   1.347 |
|        -4.2737971 |  1.0000965 | 0.0090161372 |   1.341 |
|         -4.252515 | 0.99168471 | 0.0088478924 |   1.334 |
|        -4.2312308 | 0.99976884 | 0.0084504364 |   1.328 |
|        -4.2099406 | 0.98909053 | 0.0084779356 |   1.322 |
|        -4.1886509 |  1.0060336 | 0.0086526688 |   1.316 |
|        -4.1673621 | 0.99226255 | 0.0083399016 |    1.31 |
|        -4.1460789 | 0.99301507 | 0.0081848496 |   1.305 |
|        -4.1247933 | 0.99636288 | 0.0083335832 |   1.299 |
|        -4.1035074 | 0.98938967 | 0.0079364228 |   1.293 |
|        -4.0822223 | 0.98594151 | 0.0081788276 |   1.288 |
|        -4.0609334 |  0.9898445 | 0.0080844656 |   1.282 |
|        -4.0396478 | 0.99804672 | 0.0082457604 |   1.277 |
|          -4.01836 | 0.99803087 |  0.008261992 |   1.272 |
|        -3.9970688 |  1.0038696 | 0.0082576608 |   1.266 |
|        -3.9757763 |  1.0050799 | 0.0082609464 |   1.261 |
|        -3.9544877 |  1.0059808 | 0.0082510772 |   1.256 |
|        -3.9332025 |  1.0047614 | 0.0082201244 |   1.251 |
|        -3.9119164 |  1.0068884 |  0.008295196 |   1.246 |
|         -3.890629 | 0.99783532 | 0.0083167456 |   1.242 |
|        -3.8693396 |  1.0059197 | 0.0084732724 |   1.237 |
|        -3.8480549 |  1.0144181 | 0.0085399976 |   1.232 |
|        -3.8267708 |  1.0045715 |   0.00832199 |   1.228 |
|        -3.8054845 |  1.0015003 | 0.0083032176 |   1.223 |
|        -3.7841999 |  1.0058063 |  0.008410198 |   1.219 |
|        -3.7629137 |  1.0079807 |   0.00830333 |   1.214 |
|         -3.741633 |  1.0053672 | 0.0083955796 |    1.21 |
|        -3.7203483 |  1.0136719 |   0.00841421 |   1.206 |
|        -3.6990596 |  1.0093308 |  0.008347488 |   1.201 |
|        -3.6777688 |  1.0039431 | 0.0083289432 |   1.197 |
|        -3.6564842 |  1.0036933 |  0.012554988 |   1.193 |
|        -3.6351994 |  1.0109928 | 0.0083412576 |   1.189 |
|        -3.6139144 |  1.0028105 |   0.00826896 |   1.185 |
|        -3.5926299 |  1.0092039 | 0.0084539984 |   1.181 |
|        -3.5713435 |  1.0140113 | 0.0083938748 |   1.177 |
|         -3.550055 |  1.0176322 | 0.0086000596 |   1.173 |
|         -3.528766 |  1.0114788 | 0.0085619164 |    1.17 |
|         -3.507487 |  1.0114545 | 0.0086883924 |   1.166 |
|        -3.4862004 |  1.0171601 | 0.0085286776 |   1.162 |
|        -3.4649138 |  1.0119678 | 0.0083538448 |   1.159 |
|        -3.4436293 |  1.0221172 |  0.008691138 |   1.155 |
|        -3.4223535 |  1.0085122 | 0.0087101828 |   1.152 |
|        -3.4010635 |   1.015797 | 0.0084648688 |   1.148 |
|        -3.3797848 |   1.024447 |   0.00852531 |   1.145 |
|        -3.3584981 |  1.0163838 | 0.0083922148 |   1.142 |
|        -3.3372108 |  1.0171967 | 0.0082219192 |   1.139 |
|        -3.3159238 |  1.0199563 | 0.0083619136 |   1.135 |
|        -3.2946643 |  1.0187516 |  0.008355024 |   1.132 |
|        -3.2733795 |  1.0158332 | 0.0083675448 |   1.129 |
|        -3.2520884 |  1.0237043 | 0.0084904744 |   1.126 |
|        -3.2307875 |  1.0111429 | 0.0084330076 |   1.123 |
|        -3.2095167 |  1.0142581 |  0.008311164 |    1.12 |
|        -3.1882283 |  1.0174767 | 0.0084821948 |   1.117 |
|        -3.1669402 |  1.0055496 |  0.008362972 |   1.114 |
|        -3.1456558 |  1.0098834 |  0.008337182 |   1.111 |
|        -3.1243688 |  1.0070809 | 0.0082113592 |   1.109 |
|        -3.1030767 |  1.0127587 |   0.00841684 |   1.106 |
|        -3.0817351 |  1.0159489 | 0.0083443176 |   1.103 |
|        -3.0604299 |  1.0272038 | 0.0084645428 |   1.101 |
|          -3.03914 |  1.0267935 | 0.0085935824 |   1.098 |
|        -3.0178195 |   1.018732 | 0.0084619684 |   1.095 |
|        -2.9965365 |  1.0099746 | 0.0083662176 |   1.093 |
|        -2.9752419 |  1.0083536 | 0.0083239816 |    1.09 |
|        -2.9539556 |  1.0006706 | 0.0082343608 |   1.088 |
|        -2.9326723 | 0.99902972 | 0.0082041356 |   1.086 |
|        -2.9113919 |  1.0030459 |   0.00826473 |   1.083 |
|         -2.890105 |  1.0089743 |  0.008363906 |   1.081 |
|          -2.86881 |  1.0035524 | 0.0083151776 |   1.079 |
|        -2.8475259 |  1.0129939 | 0.0083801132 |   1.076 |
|        -2.8262412 |  1.0089982 | 0.0083286788 |   1.074 |
|        -2.8049542 | 0.99975936 |  0.008267882 |   1.072 |
|        -2.7623799 |  1.0102941 | 0.0084185936 |   1.068 |
|        -2.7410997 |  1.0097488 |  0.008339312 |   1.066 |
|        -2.7198104 |  1.0005493 |   0.00851896 |   1.064 |
|        -2.6985222 |  1.0090701 | 0.0084750564 |   1.062 |
|        -2.6772096 |  1.0154151 | 0.0083981092 |    1.06 |
|        -2.6559244 |  1.0058335 | 0.0082185872 |   1.058 |
|        -2.6346418 |  1.0159852 | 0.0083743972 |   1.056 |
|        -2.6133788 |  1.0075076 |  0.008458524 |   1.055 |
|        -2.5920948 |  1.0106061 | 0.0084826436 |   1.053 |
|         -2.570812 |  1.0064794 | 0.0082818456 |   1.051 |
|        -2.5494897 |  1.0076264 | 0.0082631532 |   1.049 |
|        -2.5282015 |  1.0012377 | 0.0082231128 |   1.048 |
|        -2.5069191 |  1.0014984 | 0.0083025728 |   1.046 |
|        -2.4856354 | 0.99686616 | 0.0081547984 |   1.044 |
