| JD - 2457565 (hr) |       Flux |     Flux Err | Airmass |
|        -4.5079613 | 0.99376929 | 0.0136330732 |   1.416 |
|        -4.4866787 | 0.98782546 | 0.0131931372 |   1.408 |
|        -4.4653956 |  0.9765199 | 0.0130815908 |   1.401 |
|        -4.4441073 | 0.99040634 | 0.0133938076 |   1.394 |
|        -4.4228128 |  1.0080654 | 0.0136049364 |   1.387 |
|        -4.4015156 | 0.99170909 | 0.0129904548 |    1.38 |
|        -4.3802279 | 0.98000753 | 0.0130446944 |   1.373 |
|        -4.3589434 | 0.98030459 |  0.013074392 |   1.366 |
|        -4.3376587 | 0.99775707 | 0.0132812776 |    1.36 |
|        -4.3163706 | 0.98463402 | 0.0132707744 |   1.353 |
|        -4.2950823 |  1.0013657 | 0.0137124088 |   1.347 |
|        -4.2737971 | 0.99301641 |  0.013775178 |   1.341 |
|         -4.252515 | 0.99712558 | 0.0137235212 |   1.334 |
|        -4.2312308 | 0.99208649 |  0.013204668 |   1.328 |
|        -4.2099406 | 0.98378276 | 0.0130955808 |   1.322 |
|        -4.1886509 | 0.99519455 | 0.0127951524 |   1.316 |
|        -4.1673621 | 0.99837333 | 0.0129138952 |    1.31 |
|        -4.1460789 |  1.0088367 | 0.0128854464 |   1.305 |
|        -4.1247933 |  1.0020992 | 0.0128113876 |   1.299 |
|        -4.1035074 |  1.0254294 | 0.0132978996 |   1.293 |
|        -4.0822223 |  1.0114848 | 0.0129954608 |   1.288 |
|        -4.0609334 | 0.98554325 | 0.0133097588 |   1.282 |
|        -4.0396478 | 0.99845391 | 0.0128239816 |   1.277 |
|          -4.01836 | 0.99320732 |  0.012781978 |   1.272 |
|        -3.9970688 |  1.0199771 | 0.0129561016 |   1.266 |
|        -3.9757763 | 0.99249533 | 0.0127271468 |   1.261 |
|        -3.9544877 |  1.0116886 | 0.0128923368 |   1.256 |
|        -3.9332025 |  1.0108483 | 0.0128555672 |   1.251 |
