| JD - 2457565 (hr) |       Flux |     Flux Err | Airmass |
|        -4.5079613 |  1.0070045 | 0.0074107208 |   1.416 |
|        -4.4866787 |  1.0022258 | 0.0073572796 |   1.408 |
|        -4.4653956 |  1.0030519 | 0.0073844952 |   1.401 |
|        -4.4441073 |  1.0039645 | 0.0074097984 |   1.394 |
|        -4.4228128 |  1.0045069 | 0.0074179192 |   1.387 |
|        -4.4015156 |   1.007035 | 0.0073492592 |    1.38 |
|        -4.3802279 |  1.0044312 |   0.00725368 |   1.373 |
|        -4.3589434 |  1.0071261 | 0.0074187352 |   1.366 |
|        -4.3376587 |  1.0104577 | 0.0074710916 |    1.36 |
|        -4.3163706 |  1.0039762 |  0.007504516 |   1.353 |
|        -4.2950823 |  1.0050408 |  0.007692566 |   1.347 |
|        -4.2737971 |  1.0085424 |  0.007828804 |   1.341 |
|         -4.252515 |  1.0071955 | 0.0077493024 |   1.334 |
|        -4.2312308 |  1.0059129 | 0.0073977648 |   1.328 |
|        -4.2099406 |  1.0012468 | 0.0073571048 |   1.322 |
|        -4.1886509 |   1.001565 | 0.0072782992 |   1.316 |
|        -4.1673621 |  1.0029286 | 0.0072309564 |    1.31 |
|        -4.1460789 | 0.99841195 | 0.0070894788 |   1.305 |
|        -4.1247933 |  1.0066897 |  0.007223362 |   1.299 |
|        -4.1035074 |  1.0019715 | 0.0071109188 |   1.293 |
|        -4.0822223 |  1.0067267 | 0.0072099184 |   1.288 |
|        -4.0609334 | 0.99809788 | 0.0070318144 |   1.282 |
|        -4.0396478 |  1.0055412 |   0.00714417 |   1.277 |
|          -4.01836 |  1.0065899 | 0.0071814308 |   1.272 |
|        -3.9970688 |  1.0056397 | 0.0071135856 |   1.266 |
|        -3.9757763 |  1.0003384 | 0.0071324412 |   1.261 |
|        -3.9544877 |  1.0047386 |  0.007163114 |   1.256 |
|        -3.9332025 |  1.0039126 | 0.0071264604 |   1.251 |
|        -3.9119164 |  1.0022494 |  0.007081216 |   1.246 |
|         -3.890629 |  1.0096261 | 0.0072828828 |   1.242 |
|        -3.8693396 |  1.0031486 | 0.0073071792 |   1.237 |
|        -3.8480549 |  1.0095124 |  0.007479754 |   1.232 |
|        -3.8267708 |  1.0061222 | 0.0072464572 |   1.228 |
|        -3.8054845 |  1.0075465 | 0.0073481292 |   1.223 |
|        -3.7841999 |  1.0061437 | 0.0073818896 |   1.219 |
|        -3.7629137 |  1.0140589 | 0.0073226136 |   1.214 |
|         -3.741633 |  1.0091322 | 0.0073262484 |    1.21 |
|        -3.7203483 |  1.0049843 |  0.007241952 |   1.206 |
|        -3.6990596 |  1.0034422 | 0.0072679604 |   1.201 |
|        -3.6777688 |  1.0005875 | 0.0072454012 |   1.197 |
|        -3.6564842 |   1.019354 | 0.0146502644 |   1.193 |
|        -3.6351994 |  1.0080403 | 0.0072610284 |   1.189 |
|        -3.6139144 |    1.00152 |    0.0071158 |   1.185 |
|        -3.5926299 | 0.99885737 |    0.0072054 |   1.181 |
|        -3.5713435 |  1.0035265 | 0.0072075256 |   1.177 |
|         -3.550055 |  1.0101723 |  0.007445134 |   1.173 |
|         -3.528766 |  1.0023302 | 0.0073407712 |    1.17 |
|         -3.507487 | 0.99938612 | 0.0074025864 |   1.166 |
|        -3.4862004 |  1.0032075 | 0.0072697648 |   1.162 |
|        -3.4649138 |  1.0048189 | 0.0071478884 |   1.159 |
|        -3.4436293 |  1.0043792 |  0.007377376 |   1.155 |
|        -3.4223535 |  1.0098521 | 0.0074155416 |   1.152 |
|        -3.4010635 |  1.0045273 | 0.0072248796 |   1.148 |
|        -3.3797848 |  1.0021945 |  0.007237148 |   1.145 |
|        -3.3584981 |  1.0063575 | 0.0072233064 |   1.142 |
|        -3.3372108 |  1.0010746 | 0.0070288692 |   1.139 |
|        -3.3159238 |  1.0055782 | 0.0070454276 |   1.135 |
|        -3.2946643 |  1.0033445 |  0.007143368 |   1.132 |
|        -3.2733795 |  1.0036472 | 0.0071480308 |   1.129 |
|        -3.2520884 |  1.0059368 | 0.0071600524 |   1.126 |
|        -3.2307875 |  1.0034148 | 0.0071688244 |   1.123 |
|        -3.2095167 |  1.0080293 |  0.007205658 |    1.12 |
|        -3.1882283 |  1.0079106 | 0.0072161704 |   1.117 |
|        -3.1669402 |  1.0013782 | 0.0072034256 |   1.114 |
|        -3.1456558 |  1.0021364 |  0.007166024 |   1.111 |
|        -3.1243688 |  1.0056753 | 0.0071553616 |   1.109 |
|        -3.1030767 |  1.0021278 |  0.007156026 |   1.106 |
|        -3.0817351 |  1.0076312 | 0.0072026372 |   1.103 |
|        -3.0604299 |  1.0026623 |  0.007152618 |   1.101 |
|          -3.03914 |  1.0032452 | 0.0071947424 |   1.098 |
|        -3.0178195 |  1.0074983 | 0.0072649356 |   1.095 |
|        -2.9965365 |  1.0008062 | 0.0071188744 |   1.093 |
|        -2.9752419 |  1.0013109 |  0.007120536 |    1.09 |
|        -2.9539556 |  1.0054647 | 0.0071414076 |   1.088 |
|        -2.9326723 | 0.99997851 | 0.0071462436 |   1.086 |
|        -2.9113919 |  1.0062895 | 0.0071544496 |   1.083 |
|         -2.890105 | 0.99967726 | 0.0071572228 |   1.081 |
|          -2.86881 | 0.99920313 | 0.0072159408 |   1.079 |
|        -2.8475259 | 0.99468337 | 0.0071122052 |   1.076 |
|        -2.8262412 |  1.0052339 |  0.007198326 |   1.074 |
|        -2.8049542 | 0.99981448 | 0.0071653892 |   1.072 |
|         -2.783667 |  1.0093097 | 0.0071681708 |    1.07 |
|        -2.7623799 |  1.0027531 | 0.0071569392 |   1.068 |
|        -2.7410997 | 0.99608382 | 0.0071364452 |   1.066 |
|        -2.7198104 |  1.0054522 |   0.00725161 |   1.064 |
|        -2.6985222 |  1.0016738 | 0.0072765564 |   1.062 |
|        -2.6772096 |  1.0060867 | 0.0071603048 |    1.06 |
|        -2.6559244 |  1.0028749 | 0.0071473848 |   1.058 |
|        -2.6346418 |  1.0057079 | 0.0071705652 |   1.056 |
|        -2.6133788 |  1.0079379 | 0.0072989204 |   1.055 |
|        -2.5920948 | 0.99645449 | 0.0072412132 |   1.053 |
|         -2.570812 |   1.005125 | 0.0072191952 |   1.051 |
|        -2.5494897 | 0.99737251 | 0.0070905008 |   1.049 |
|        -2.5282015 |  1.0046193 | 0.0072059888 |   1.048 |
|        -2.5069191 |  1.0009933 |   0.00716845 |   1.046 |
|        -2.4856354 | 0.99612183 | 0.0071109736 |   1.044 |
|        -2.4643516 | 0.99466459 | 0.0070813584 |   1.043 |
|        -2.4430683 |  1.0024699 | 0.0071037672 |   1.041 |
|        -2.4217818 | 0.99519316 | 0.0070806296 |    1.04 |
|        -2.4004989 |  1.0082986 | 0.0071387332 |   1.038 |
|        -2.3792167 | 0.99608842 | 0.0070679296 |   1.037 |
|        -2.3579327 |  1.0082667 | 0.0072494836 |   1.036 |
|         -2.336646 | 0.99773605 | 0.0070746272 |   1.034 |
|        -2.3153603 | 0.99894937 |  0.007083828 |   1.033 |
|         -2.294074 |  1.0019836 | 0.0071073848 |   1.032 |
|        -2.2727892 |  1.0006603 | 0.0071384884 |    1.03 |
|         -2.251503 | 0.98903307 | 0.0070172488 |   1.029 |
|        -2.2302154 | 0.99491276 |  0.007047878 |   1.028 |
|        -2.2089278 | 0.99837864 | 0.0071112256 |   1.027 |
|        -2.1876383 | 0.99792229 |  0.007090314 |   1.026 |
|        -2.1663489 |  1.0001147 | 0.0071374748 |   1.024 |
|        -2.1450635 |  1.0025444 | 0.0072139184 |   1.023 |
|        -2.1237799 |  1.0042932 |  0.007153386 |   1.022 |
|        -2.1024884 | 0.99252631 | 0.0070632792 |   1.021 |
|        -2.0811985 | 0.99794306 | 0.0070563496 |    1.02 |
|        -2.0599118 | 0.99547437 | 0.0070887396 |   1.019 |
|        -2.0386263 | 0.99744347 |  0.007043062 |   1.018 |
|        -2.0173329 | 0.99575594 |  0.007096706 |   1.018 |
|        -1.9960691 | 0.99727068 | 0.0070963912 |   1.017 |
|        -1.9747869 |  1.0046619 | 0.0071554664 |   1.016 |
|        -1.9534993 | 0.99659885 | 0.0071637556 |   1.015 |
|        -1.9322144 | 0.99494463 | 0.0070602984 |   1.014 |
|        -1.9109266 | 0.99928592 | 0.0071520896 |   1.014 |
|        -1.8896425 | 0.99048904 | 0.0071178516 |   1.013 |
|        -1.8683515 | 0.99294835 | 0.0070548692 |   1.012 |
|        -1.8470625 | 0.99558649 |  0.007064162 |   1.012 |
|        -1.8257635 | 0.99997996 | 0.0071886792 |   1.011 |
|        -1.8044778 | 0.99648058 |  0.007058648 |    1.01 |
|        -1.7832113 |  1.0053733 | 0.0072491148 |    1.01 |
|        -1.7619204 | 0.99927571 | 0.0071224544 |   1.009 |
