| JD - 2457565 (hr) |       Flux |     Flux Err | Airmass |
|        -4.5079613 | 0.99714191 |  0.011636972 |   1.416 |
|        -4.4866787 | 0.99661943 |  0.011547466 |   1.408 |
|        -4.4653956 | 0.98381939 | 0.0113262168 |   1.401 |
|        -4.4441073 |  1.0002705 | 0.0115365504 |   1.394 |
|        -4.4228128 |   1.014113 | 0.0116428944 |   1.387 |
|        -4.4015156 |  0.9995192 | 0.0112574232 |    1.38 |
|        -4.3802279 | 0.99099273 | 0.0112588356 |   1.373 |
|        -4.3589434 |  1.0038784 | 0.0114140776 |   1.366 |
|        -4.3376587 |  1.0034145 | 0.0114554588 |    1.36 |
|        -4.3163706 |  1.0008921 | 0.0115996316 |   1.353 |
|        -4.2950823 |  0.9878859 | 0.0119134588 |   1.347 |
|        -4.2737971 | 0.99958709 |  0.012009078 |   1.341 |
|         -4.252515 |  1.0091519 | 0.0119663708 |   1.334 |
|        -4.2312308 | 0.99629031 | 0.0114309612 |   1.328 |
|        -4.2099406 | 0.99257984 | 0.0114105272 |   1.322 |
|        -4.1886509 |  1.0021361 | 0.0111847916 |   1.316 |
|        -4.1673621 |  1.0050491 | 0.0111902404 |    1.31 |
|        -4.1460789 |  1.0099277 | 0.0110678252 |   1.305 |
|        -4.1247933 |  1.0093598 |  0.011032786 |   1.299 |
|        -4.1035074 |  1.0089547 |   0.01114508 |   1.293 |
|        -4.0822223 |  1.0149687 | 0.0111270696 |   1.288 |
|        -4.0609334 |     1.0229 | 0.0111164236 |   1.282 |
|        -4.0396478 |  1.0082204 | 0.0110482392 |   1.277 |
|          -4.01836 |  1.0154711 | 0.0111616604 |   1.272 |
|        -3.9970688 |  1.0146532 |  0.011054816 |   1.266 |
|        -3.9757763 |  1.0066691 |  0.011196254 |   1.261 |
|        -3.9544877 |  1.0213959 | 0.0111487692 |   1.256 |
|        -3.9332025 |   1.011011 | 0.0110326096 |   1.251 |
|        -3.9119164 |  1.0118664 | 0.0109772484 |   1.246 |
|         -3.890629 |  1.0341158 |  0.011504154 |   1.242 |
|        -3.8693396 |  1.0032209 | 0.0113114096 |   1.237 |
|        -3.8480549 |  1.0198287 | 0.0117622452 |   1.232 |
|        -3.8267708 |  1.0186675 | 0.0113521352 |   1.228 |
|        -3.8054845 |  1.0267288 | 0.0114575492 |   1.223 |
|        -3.7841999 |  1.0092775 | 0.0112611488 |   1.219 |
|        -3.7629137 |   1.014503 |  0.011209914 |   1.214 |
|         -3.741633 |   1.018402 | 0.0112769648 |    1.21 |
|        -3.7203483 |  1.0179991 | 0.0112245272 |   1.206 |
|        -3.6990596 |  1.0303503 | 0.0114105172 |   1.201 |
|        -3.6777688 |  1.0272962 | 0.0114289604 |   1.197 |
|        -3.6564842 |  1.0454183 | 0.0179059184 |   1.193 |
|        -3.6351994 |  1.0205514 | 0.0112652816 |   1.189 |
|        -3.6139144 |   1.022695 | 0.0110828968 |   1.185 |
|        -3.5926299 |  1.0226691 | 0.0111899972 |   1.181 |
|        -3.5713435 | 0.99301867 |  0.010957104 |   1.177 |
|         -3.550055 |  1.0234576 | 0.0115305524 |   1.173 |
|         -3.528766 |  1.0184216 | 0.0114387864 |    1.17 |
|         -3.507487 |   1.020431 | 0.0115604492 |   1.166 |
|        -3.4862004 |   1.010233 | 0.0112779436 |   1.162 |
|        -3.4649138 |  1.0264928 | 0.0111127924 |   1.159 |
|        -3.4436293 |  1.0160679 | 0.0113839956 |   1.155 |
|        -3.4223535 |  1.0195654 | 0.0115013704 |   1.152 |
|        -3.4010635 |  1.0275794 | 0.0112791108 |   1.148 |
|        -3.3797848 |  1.0212115 |  0.011236468 |   1.145 |
|        -3.3584981 |  1.0169927 | 0.0111157248 |   1.142 |
|        -3.3372108 |  1.0173354 | 0.0110078664 |   1.139 |
|        -3.3159238 |  1.0165435 | 0.0108743872 |   1.135 |
|        -3.2946643 |  1.0183649 | 0.0110448108 |   1.132 |
|        -3.2733795 |  1.0294294 | 0.0112146928 |   1.129 |
|        -3.2520884 |   1.011444 |  0.010984702 |   1.126 |
|        -3.2307875 |  1.0292352 | 0.0112703276 |   1.123 |
|        -3.2095167 |  1.0051065 | 0.0110835036 |    1.12 |
|        -3.1882283 |  1.0239531 | 0.0113028652 |   1.117 |
|        -3.1669402 |  1.0162053 | 0.0112717744 |   1.114 |
|        -3.1456558 |  1.0099221 | 0.0113289076 |   1.111 |
|        -3.1243688 |  1.0202427 |  0.011123094 |   1.109 |
|        -3.1030767 |   1.003114 | 0.0110974036 |   1.106 |
|        -3.0817351 |  1.0172566 | 0.0111974088 |   1.103 |
|        -3.0604299 |  1.0232444 | 0.0112911488 |   1.101 |
|          -3.03914 |  1.0148778 |  0.011176458 |   1.098 |
|        -3.0178195 |  1.0058456 | 0.0112010656 |   1.095 |
|        -2.9965365 |  1.0234418 | 0.0112857068 |   1.093 |
|        -2.9752419 |  1.0207545 | 0.0112918732 |    1.09 |
|        -2.9539556 |  1.0146309 | 0.0111701172 |   1.088 |
|        -2.9326723 |  1.0131611 |  0.011160054 |   1.086 |
|        -2.9113919 |  1.0177467 | 0.0112589832 |   1.083 |
|         -2.890105 |  1.0124694 | 0.0112452908 |   1.081 |
|          -2.86881 |  1.0118964 | 0.0113525488 |   1.079 |
|        -2.8475259 |  1.0018422 |   0.01111065 |   1.076 |
|        -2.8262412 |   1.002407 | 0.0112704464 |   1.074 |
|        -2.8049542 |  1.0057848 |  0.011187412 |   1.072 |
|         -2.783667 |  1.0159094 | 0.0110984088 |    1.07 |
|        -2.7623799 |  1.0103586 | 0.0111971016 |   1.068 |
|        -2.7410997 |  1.0080973 | 0.0112092064 |   1.066 |
|        -2.7198104 |  1.0205408 | 0.0113986312 |   1.064 |
|        -2.6985222 |  1.0222218 | 0.0114523112 |   1.062 |
|        -2.6772096 |  1.0010149 | 0.0110398788 |    1.06 |
|        -2.6559244 |  1.0129362 | 0.0111483588 |   1.058 |
|        -2.6346418 |  1.0167071 | 0.0112701704 |   1.056 |
|        -2.6133788 |  1.0068496 | 0.0113879012 |   1.055 |
|        -2.5920948 |  1.0110615 | 0.0114660604 |   1.053 |
|         -2.570812 |  1.0135222 | 0.0112032836 |   1.051 |
|        -2.5494897 |  1.0141584 | 0.0111638816 |   1.049 |
|        -2.5282015 |  1.0111392 | 0.0113709356 |   1.048 |
|        -2.5069191 |  1.0091268 | 0.0113333244 |   1.046 |
|        -2.4856354 |  1.0049738 | 0.0113878832 |   1.044 |
|        -2.4643516 |  1.0093287 | 0.0112199364 |   1.043 |
|        -2.4430683 |  1.0140317 | 0.0111445176 |   1.041 |
|        -2.4217818 |  1.0128019 | 0.0111604144 |    1.04 |
|        -2.4004989 |  1.0147173 | 0.0111686548 |   1.038 |
|        -2.3792167 |  1.0143753 |  0.011188696 |   1.037 |
|        -2.3579327 |   1.009665 | 0.0112713908 |   1.036 |
|         -2.336646 |  1.0108605 | 0.0111365744 |   1.034 |
|        -2.3153603 |  1.0147352 | 0.0111150524 |   1.033 |
|         -2.294074 |  1.0181868 | 0.0112799648 |   1.032 |
|        -2.2727892 |  1.0105531 | 0.0112118356 |    1.03 |
|         -2.251503 |  1.0132576 | 0.0111801204 |   1.029 |
|        -2.2302154 |  1.0223199 | 0.0112374564 |   1.028 |
|        -2.2089278 |  1.0173907 | 0.0112009992 |   1.027 |
|        -2.1876383 |  1.0168455 | 0.0112134244 |   1.026 |
|        -2.1663489 |  1.0178819 |   0.01134728 |   1.024 |
|        -2.1450635 |  1.0126415 | 0.0113859516 |   1.023 |
|        -2.1237799 |  1.0061904 |  0.011184038 |   1.022 |
|        -2.1024884 |  1.0137577 | 0.0111674332 |   1.021 |
|        -2.0811985 |  1.0090115 |     0.011235 |    1.02 |
|        -2.0599118 |  1.0068205 |  0.011249244 |   1.019 |
|        -2.0386263 |  1.0141747 | 0.0112591408 |   1.018 |
|        -2.0173329 |  1.0118896 | 0.0112106196 |   1.018 |
|        -1.9960691 |  1.0102395 | 0.0112732348 |   1.017 |
|        -1.9747869 |  1.0126776 |  0.011210908 |   1.016 |
|        -1.9534993 |  1.0156222 |  0.011473778 |   1.015 |
|        -1.9322144 |  1.0094999 | 0.0111705356 |   1.014 |
|        -1.9109266 |  1.0054101 | 0.0112814716 |   1.014 |
|        -1.8896425 |  1.0142121 | 0.0114931244 |   1.013 |
|        -1.8683515 |  1.0128554 |   0.01122591 |   1.012 |
|        -1.8470625 |  1.0124533 | 0.0112102624 |   1.012 |
|        -1.8257635 |  1.0060932 |  0.011280046 |   1.011 |
|        -1.8044778 | 0.99653962 | 0.0111185428 |    1.01 |
|        -1.7832113 |  1.0058088 | 0.0113512964 |    1.01 |
|        -1.7619204 |  1.0077028 |  0.011153812 |   1.009 |
|        -1.7406241 |  1.0079186 | 0.0110938076 |   1.009 |
|        -1.7193345 |  1.0334592 | 0.0119899136 |   1.008 |
|        -1.6980541 |  1.0183511 | 0.0118039504 |   1.008 |
|        -1.6767681 |   1.014671 | 0.0112989928 |   1.007 |
|        -1.6554749 |        1.0 | 0.0111520056 |   1.007 |
|        -1.6341845 |  1.0001715 | 0.0109941252 |   1.007 |
|        -1.6128945 |  1.0042401 | 0.0111490088 |   1.006 |
|        -1.5916034 | 0.99462374 | 0.0109802708 |   1.006 |
|        -1.5703135 |  1.0035477 | 0.0110455796 |   1.006 |
|        -1.5490272 |  1.0074709 |  0.011272872 |   1.006 |
|        -1.5277421 |  1.0075392 | 0.0112782308 |   1.005 |
|        -1.5064534 | 0.99957764 | 0.0111903668 |   1.005 |
|        -1.4851331 | 0.99675918 | 0.0110680516 |   1.005 |
|         -1.463762 |  1.0012242 | 0.0111888688 |   1.005 |
|        -1.4424256 |  1.0104191 | 0.0112008216 |   1.005 |
|          -1.42107 | 0.99728521 | 0.0111733304 |   1.005 |
|        -1.3997464 |  1.0001336 | 0.0110434716 |   1.005 |
|        -1.3784496 |  1.0033646 | 0.0109230736 |   1.005 |
