#wavelength (micron)	brightness temperature (K)
0.6450077295303345	1652.7624684904772
0.6472567915916443	1657.4043370899647
0.6494921445846558	1655.7627399152345
0.6517150402069092	1661.144620503462
0.6539263725280762	1659.237500466534
0.6561272740364075	1664.5422886443127
0.6583186388015747	1663.7857130928164
0.6605015397071838	1669.1767781334381
0.6626768708229065	1668.2469861333748
0.6648455858230591	1666.1220357400102
0.6670085787773132	1666.5690188391716
0.6691668033599854	1668.6973099547092
0.6713210344314575	1644.6769864741057
0.6734722256660461	1662.693135344496
0.6756211519241333	1670.2256892873152
0.6777685880661011	1663.8681319284642
0.6799154281616211	1671.3125103698292
0.6820623278617859	1675.8947243009782
0.6842101216316223	1680.0990430799357
0.6863595843315125	1675.334463134111
0.688511312007904	1676.6885696010117
0.6906660795211792	1678.4959242249652
0.6928245425224304	1669.2410807939928
0.6949873566627502	1678.1974719057798
0.6971551775932312	1675.949892538439
0.6993286609649658	1677.6538873388188
0.7015084028244019	1679.6085060094256
0.7036949396133423	1682.5082433713792
0.7058889269828796	1664.541979801975
0.7080909013748169	1664.2376007798882
0.710301399230957	1661.2756809477523
0.712520956993103	1654.5881030751611
0.7147500514984131	1661.3370981943083
0.7169892191886902	1666.1863168768762
0.7192389369010925	1669.0224211423795
0.7214996814727783	1671.107668547218
0.723771870136261	1675.7812609726554
0.7260559797286987	1680.171737066705
0.7283523678779602	1674.1433669141304
0.7306615710258484	1679.508295327988
0.7329838871955872	1675.4135056274963
0.7353196740150452	1617.110214473877
0.7376693487167358	1618.355199990068
0.7400332689285278	1594.1347911733005
0.7424117922782898	1581.8787589634962
0.7448052167892456	1574.438854051109
0.7472138404846191	1576.3777011379404
0.7496379613876343	1581.6686864985788
0.7520779371261597	1580.6104180995608
0.7545340061187744	1588.4602415366383
0.7570064663887024	1589.985635424358
0.7594954967498779	1580.3875449457198
0.7620013952255249	1563.5273933763917
0.7645244002342224	1478.9219470084681
0.7670646905899048	1340.902206306775
0.7696225643157959	1375.2455974297468
0.7721980810165405	1466.6675845681452
0.7747915983200073	1557.4740488810476
0.7774031162261963	1606.4361292887752
0.7800329327583313	1579.4457035889989
0.7826811671257019	1641.1405242364917
0.7853479981422424	1653.579952455492
0.7880334854125977	1659.776233773568
0.7907378077507019	1658.6388070063615
0.7934610247612	1643.2742083948247
0.7962033748626709	1645.5806453106486
0.7989648580551147	1650.6093673228816
0.801745593547821	1642.561798369589
0.8045456409454346	1647.7393752778207
0.8073651194572449	1662.7191811298178
0.8102040886878967	1682.4974380340632
0.8130625486373901	1696.665265333353
0.8159406185150146	1710.506545732453
0.8188382983207703	1705.3264702826366
0.8217556476593018	1718.9192901061228
0.8246926665306091	1730.1081590256524
0.8276493549346924	1729.0786856754162
0.8306257724761963	1727.9013244144983
0.8336219191551208	1731.6651544707952
0.8366377949714661	1734.2439947935268
0.8396733403205872	1739.375182692655
0.8427285552024841	1734.5562845411223
0.8458034992218018	1715.0171581064087
0.8488980531692505	1719.8266773289122
0.8520121574401855	1708.0686236085332
0.8551458716392517	1683.309517511667
0.8582990765571594	1676.4132944185378
0.8614717125892639	1656.8539554814733
0.8646637797355652	1642.4491786355832
0.8678751587867737	1629.2645551465637
0.8711057901382446	1636.9112759183613
0.8743556141853333	1645.6387847555065
0.87762451171875	1669.2647708130712
0.8809124231338501	1707.509012051601
0.8842192888259888	1723.6033343143301
0.8875449895858765	1716.7975818679172
0.8908893465995789	1735.726452786716
0.894252359867096	1717.6609494559987
0.8976338505744934	1741.9832392990531
0.9010337591171265	1764.8575209990547
0.9044519662857056	1783.356567995558
0.9078882932662964	1779.927478180086
0.9113426208496094	1795.2994450334531
0.914814829826355	1800.3129045528226
0.9183048605918884	1827.3453157599306
0.9218124747276306	1796.8326646964128
0.925337553024292	1787.3378524276172
0.9288799166679382	1759.099262082566
0.9324395060539246	1764.6522104172313
0.9360161423683167	1772.1735181125532
0.9396095871925354	1781.6651577970165
0.943219780921936	1797.4416769700572
0.9468464851379395	1826.8015244701542
0.9504896402359009	1819.324302670465
0.9541489481925964	1832.464992064505
0.9578243494033813	1853.463638561502
0.9615156054496765	1836.477980437482
0.9652225375175476	1834.9880384571213
0.9689450263977051	1849.3785587198536
0.9726828336715698	1840.9935937035227
0.9764357805252075	1851.451465321489
0.9802037477493286	1858.4019395368045
0.983986496925354	1853.273400226689
0.9877838492393494	1873.1895325889452
0.9915955662727356	1758.9041764909364
0.9954215884208679	1828.0495765049104
0.9992615580558777	1764.659908719449
1.0031154155731201	1803.1472100693043
1.0069829225540161	1797.9395076690787
1.0108637809753418	1804.5105873711225
1.0147579908370972	1806.191649690966
1.018665075302124	1802.9243383156124
1.022585153579712	1826.3585225879203
1.0265177488327026	1777.4254961675808
1.0304628610610962	1822.9504096293197
1.0344202518463135	1830.6012684862421
1.0383895635604858	1846.639506495376
1.0423706769943237	1834.983651275442
1.0463634729385376	1841.217773669204
1.0503677129745483	1873.0240456127788
1.0543830394744873	1849.0465727181522
1.058409333229065	1861.4380495941234
1.0624464750289917	1873.8402193339634
1.0664942264556885	1875.9407945442829
1.0705522298812866	1926.0363833343724
1.0746204853057861	1909.609698619469
1.0786986351013184	1925.976401240236
1.0827864408493042	1928.4341671217855
1.086883783340454	1894.7312751687548
1.0909905433654785	1918.3575849018869
1.0951062440872192	1934.5027557369972
1.0992310047149658	1880.4364531309793
1.10336434841156	1883.1282050831157
1.1075061559677124	1851.156420051184
1.1116561889648438	1891.2120676714437
1.115814208984375	1852.3765381690498
1.1199802160263062	1887.2298281985784
1.124153733253479	1890.9373154504942
1.1283347606658936	1903.4384457515168
1.1325229406356812	1895.7366666997482
1.1367181539535522	1867.7201326395077
1.1409201622009277	1837.0286403148386
1.145128846168518	1913.1775437158233
1.1493438482284546	1953.0616490571292
1.1535650491714478	1937.9508506946058
1.1577922105789185	1959.722864936435
1.1620250940322876	1894.3151537455908
1.1662636995315552	1896.2305481730857
1.170507550239563	1851.7312572066178
1.174756646156311	1871.6746336705176
1.1790107488632202	1821.2504002125288
1.1832695007324219	1933.249051799955
1.1875330209732056	1924.7825957263854
1.191800832748413	1923.2477161225295
1.1960728168487549	1931.0937702722756
1.2003488540649414	1937.7646067525307
1.2046287059783936	1937.3664605268025
1.2089121341705322	1964.7012067297903
1.2131990194320679	1979.5385007080504
1.2174891233444214	1984.453942204581
1.2217823266983032	1977.2100672161312
1.2260783910751343	2013.7097961067316
1.230377197265625	1994.472967629054
1.2346785068511963	1983.33179128948
1.238982081413269	1991.51975357588
1.2432878017425537	1899.7508131287354
1.2475954294204712	1987.751116082617
1.2519049644470215	1904.5272217696709
1.256216049194336	1956.7903851310712
1.2605286836624146	1994.699397805581
1.2648425102233887	1980.92349772562
1.2691574096679688	2027.5931372451066
1.2734732627868652	2020.4288853157084
1.2777899503707886	2003.4273125189188
1.2821072340011597	2013.9652279262593
1.2864248752593994	2015.9170868126307
1.2907428741455078	2001.8886665257585
1.2950609922409058	2011.5964621656933
1.2993791103363037	2023.7267047713135
1.303696870803833	2042.4668901146865
1.3080145120620728	2002.3162192560992
1.3123314380645752	2018.3634769148978
1.3166478872299194	2014.5297217783675
1.3209635019302368	2031.707932625206
1.3252781629562378	1970.0098176964264
1.3295916318893433	1963.828422766419
1.3339040279388428	1813.800435697042
1.3382149934768677	1729.164495968503
1.3425244092941284	1680.303678388591
1.3468321561813354	1729.134425060215
1.3511382341384888	1810.1519935395681
1.3554422855377197	1715.5095380925054
1.3597444295883179	1711.5238529062176
1.3640443086624146	1733.4321859552838
1.3683418035507202	1751.416838997356
1.3726370334625244	1748.845982063826
1.3769296407699585	1741.1460087703429
1.381219506263733	1709.053844299379
1.3855066299438477	1556.9486454097757
1.3897908926010132	1731.7465539359116
1.3940720558166504	1706.589431591088
1.3983501195907593	1760.4177833247259
1.4026249647140503	1742.9294136674357
1.4068963527679443	1691.5083818633466
1.4111642837524414	1647.1043948715135
1.4154287576675415	1723.8237615596481
1.419689416885376	1627.5087427397057
1.4239463806152344	1643.6977952898512
1.4281994104385376	1675.563668860306
1.4324485063552856	1696.4878933387806
1.436693549156189	1700.4148185557103
1.440934419631958	1735.812355466169
1.4451709985733032	1696.290389378971
1.449403166770935	1738.6208259348143
1.453631043434143	1729.4787276663967
1.4578542709350586	1764.617267656638
1.4620729684829712	1707.9545250319507
1.4662868976593018	1683.867860509707
1.4704961776733398	1697.7191260249037
1.4747005701065063	1704.604123198194
1.4788999557495117	1709.4273614985773
1.4830944538116455	1737.2225811423714
1.4872838258743286	1745.8890361648052
1.491468071937561	1733.8466601225664
1.4956470727920532	1760.5327501076229
1.4998208284378052	1736.7297600026166
1.5039892196655273	1772.9875666483008
1.5081522464752197	1795.653920951662
1.5123097896575928	1809.2263618436295
1.5164618492126465	1787.5274009089812
1.5206083059310913	1784.3220656279864
1.5247491598129272	1813.1047728672859
1.5288842916488647	1760.0435955980586
1.5330137014389038	1817.8165050251105
1.5371372699737549	1814.0073933394306
1.541254997253418	1769.7385473320394
1.545366883277893	1846.248353096358
1.5494728088378906	1822.161999416491
1.5535727739334106	1858.2966871616895
1.5576666593551636	1847.4142893927585
1.561754584312439	1843.3127371374123
1.5658363103866577	1863.3919794464503
1.5699119567871094	1903.2188137300307
1.5739814043045044	1900.0917471538269
1.5780447721481323	1919.3432830688605
1.582101821899414	1907.021791604203
1.5861525535583496	1903.0800994821905
1.5901970863342285	1930.4146553710195
1.5942351818084717	1932.3293842840892
1.5982669591903687	1937.1577620123728
1.6022924184799194	1970.9804273927748
1.606311559677124	1955.6553833500832
1.6103241443634033	1948.227983113477
1.6143304109573364	1977.6165314693294
1.6183301210403442	1986.7076491714138
1.6223233938217163	1986.2427060558664
1.6263102293014526	1982.1056413213164
1.6302905082702637	1988.7313048845365
1.634264349937439	2000.2618508728071
1.638231635093689	1999.7402041487462
1.6421923637390137	1996.451069473131
1.646146535873413	2011.8411382430486
1.6500942707061768	1987.5075940400716
1.6540353298187256	2019.7128331593847
1.6579699516296387	2003.1374446237976
1.661897897720337	2026.4803031753374
1.6658192873001099	2021.0332640786135
1.6697341203689575	2018.157826598605
1.6736423969268799	2018.7668838530728
1.677544116973877	2018.6073926182478
1.6814392805099487	2047.8243987164876
1.6853278875350952	2034.890578058583
1.6892099380493164	2022.0653176212402
1.6930854320526123	2007.5803398473013
1.696954369544983	1959.821190475436
1.7008168697357178	1978.7608617930541
1.7046726942062378	2005.9561399866573
1.708522081375122	1995.7173784620786
1.712364912033081	1943.1898019183432
1.7162011861801147	1943.7878635840516
1.7200311422348022	1924.1432515115653
1.723854422569275	1895.9987301506433
1.7276713848114014	1906.0349313500856
1.731481909751892	1878.396957176886
1.7352858781814575	1875.8972739425765
1.7390835285186768	1880.268926200847
1.7428747415542603	1834.4013554136648
1.7466596364974976	1837.9920132473462
1.7504380941390991	1877.7760577827298
1.7542102336883545	1763.4850934008857
1.7579760551452637	1702.8318916826079
1.7617355585098267	1746.2339907822702
1.7654887437820435	1715.3946416748192
1.7692357301712036	1733.1704771151738
1.7729763984680176	1745.867555855908
1.776710867881775	1625.9698872951906
1.7804391384124756	1649.2512081735504
1.7841613292694092	1644.5365221364873
1.7878772020339966	1662.5618856269602
1.7915871143341064	1649.6504740857515
1.7952908277511597	1675.8398906815423
1.7989884614944458	1680.666687381966
1.8026801347732544	1656.7274223378438
1.806365728378296	1671.195481695182
1.8100452423095703	1644.3662198001418
1.8137187957763672	1681.9634613575863
1.817386507987976	1630.881655369657
1.8210482597351074	1624.674174045679
1.8247040510177612	1690.8044245338324
1.828354001045227	1643.4466387962718
1.8319982290267944	1632.255911718877
1.8356364965438843	1555.6140885934844
1.8392690420150757	1643.2651577113563
1.8428958654403687	1678.9649007620756
1.8465168476104736	1629.7003879068777
1.8501322269439697	1669.7080697758856
1.8537418842315674	1685.8892560736774
1.8573459386825562	1619.2368795458428
1.860944390296936	1566.9397356238849
1.864537239074707	1524.8844913582711
1.8681244850158691	1536.806062294742
1.871706247329712	1626.312970328608
1.8752825260162354	1620.1331562036244
1.8788533210754395	1652.8756142204259
1.8824186325073242	1684.4711076544456
1.8859784603118896	1658.844305805556
1.8895330429077148	1691.2827720639475
1.8930821418762207	1659.1547194767024
1.8966259956359863	1649.364461945891
1.9001644849777222	1649.3981466291982
1.9036977291107178	1662.43195766382
1.9072256088256836	1695.8215049270962
1.9107483625411987	1716.6865256862525
1.9142658710479736	1713.2755345052708
1.9177782535552979	1743.98592472422
1.9212853908538818	1727.6373803048598
1.9247875213623047	1681.7785058222742
1.9282845258712769	1728.5218233947319
1.9317764043807983	1724.3537805964738
1.9352631568908691	1622.5555684864391
1.9387450218200684	1562.6633550954011
1.942221760749817	1654.2729919459844
1.9456936120986938	1658.44508774777
1.9491604566574097	1704.9814802195626
1.952622413635254	1723.6264747600449
1.956079363822937	1649.36308005276
1.959531545639038	1635.76296566969
1.962978720664978	1634.8406904545127
1.966421127319336	1621.0676164800536
1.9698586463928223	1644.5101499326904
1.9732913970947266	1683.9725266486332
1.9767193794250488	1651.91426112787
1.9801424741744995	1644.5476127796449
1.9835609197616577	1633.3811908804719
1.9869745969772339	1683.0862414847622
