#wavelength (micron)	Absolute Flux Density (erg / (cm2 micron s))	Uncertainty (erg / (cm2 micron s))
1.8284800052642822	6.581546072026434e-12	3.415069605144233e-13
1.832129955291748	6.204374687623915e-12	4.2733069686995417e-13
1.8357700109481812	6.064955829221397e-12	4.683558770847418e-13
1.839400053024292	5.518021803374573e-12	1.2511472164290077e-13
1.843019962310791	5.432260544169232e-12	1.6523272279491547e-13
1.8466399908065796	5.37368543759853e-12	1.2416355107697924e-13
1.8502600193023682	5.362667775121732e-12	8.734168038338277e-14
1.8538700342178345	5.4641486647855064e-12	2.0269959213718713e-13
1.8574700355529785	5.172914180340271e-12	1.2634839463739056e-13
1.8610700368881226	4.765116252969381e-12	7.352878207559158e-14
1.8646600246429443	4.9021993062114966e-12	2.0028012722664995e-13
1.8682500123977661	4.928182428115546e-12	4.5123784266423717e-13
1.8718299865722656	4.6656302953029805e-12	2.44052255618174e-13
1.8754099607467651	4.971419977073399e-12	3.8614811760477596e-13
1.878980040550232	5.175593027068048e-12	1.7006772238311457e-13
1.882539987564087	5.450990787220222e-12	8.022622415568628e-14
1.8861000537872314	5.639883959157599e-12	4.737451547048334e-14
1.8896600008010864	5.6667569942048246e-12	1.1731673304257034e-13
1.8932100534439087	5.714657046185234e-12	5.387429733013857e-14
1.8967499732971191	5.929339050997351e-12	2.757231834342455e-13
1.9002900123596191	5.9570430185895695e-12	4.261869448931449e-13
1.9038200378417969	6.119337241788925e-12	2.1692012335677857e-13
1.907349944114685	6.000749810247674e-12	1.5056544607015138e-13
1.9108699560165405	6.488785637276395e-12	1.163909870175936e-13
1.914389967918396	6.4808380016712075e-12	1.6989957617868923e-13
1.9178999662399292	6.5079066267903496e-12	1.3697249172557602e-13
1.9214099645614624	6.555171769978552e-12	6.931599933791832e-14
1.9249099493026733	6.346218255764979e-12	5.4103436683029804e-14
1.9284100532531738	6.2540541322098075e-12	1.8186195483035038e-14
1.9319000244140625	6.21767004202467e-12	9.782521065990549e-14
1.9353899955749512	5.854829208257195e-12	4.6576827274604285e-14
1.9388699531555176	5.8954863560445325e-12	4.0805615722332156e-14
1.9423400163650513	5.774356687249238e-12	7.883995648168274e-14
1.9458199739456177	5.792539625043558e-12	4.445073730754631e-14
1.949280023574829	5.839775277932668e-12	4.2097852574795105e-14
1.952739953994751	5.733573338329023e-12	5.0006883806378785e-14
1.9562000036239624	5.708176552959854e-12	3.680329695512907e-14
1.9596500396728516	5.605786668194668e-12	8.82328200302665e-14
1.9630999565124512	5.537641092207002e-12	6.448891442557836e-14
1.966539978981018	5.7478358010676356e-12	6.867853589434189e-14
1.969980001449585	5.78532491010697e-12	3.884482931712854e-14
1.9734100103378296	5.713269267404453e-12	4.0491041238249065e-14
1.9768400192260742	5.620948585055574e-12	3.423476779840229e-14
1.9802600145339966	5.60903233581822e-12	2.6445679820281606e-14
1.983680009841919	5.631926782573293e-12	2.1655549261364454e-14
1.9871000051498413	5.5716212893353045e-12	2.1882831918035306e-14
1.9904999732971191	5.657069864634101e-12	2.4593599929462716e-14
1.9939099550247192	5.711353265325236e-12	7.198580653008241e-14
1.9973100423812866	5.873451898452675e-12	1.5864202041870196e-13
2.000699996948242	5.912964996107606e-12	2.3400002096586603e-13
2.0040900707244873	5.852004211076567e-12	2.9755498331127464e-14
2.0074799060821533	5.793653751196004e-12	7.480371573900801e-14
2.010859966278076	5.8204001514294834e-12	2.087545732793166e-14
2.0142300128936768	5.787279943464396e-12	7.700742441722058e-14
2.0176100730895996	6.028512324757207e-12	1.1892579748675608e-13
2.020970106124878	6.126864640632057e-12	1.149373565073608e-13
2.024329900741577	6.251542252616593e-12	7.729765856253137e-14
2.0276899337768555	6.211833998570615e-12	1.586596217633459e-14
2.031049966812134	6.289246467366949e-12	2.1865626984810677e-14
2.0343899726867676	6.332952825344185e-12	2.564721235409108e-14
2.0377399921417236	6.444902771185479e-12	3.994947208869719e-14
2.0410799980163574	6.407227613053346e-12	2.3790536462500386e-14
2.044409990310669	6.514974323912348e-12	5.453531845404404e-14
2.0477399826049805	6.5741071440805765e-12	9.438371579521126e-14
2.051069974899292	6.667102200180741e-12	6.742315852761166e-14
2.0543899536132812	6.7875666025229986e-12	4.4356987700944206e-14
2.0577099323272705	6.9715721910668105e-12	5.461235440653092e-14
2.0610198974609375	6.937944576485e-12	4.7672179788807445e-14
2.0643301010131836	7.008211285602917e-12	2.513565696999221e-14
2.0676300525665283	7.063462661993647e-12	3.534497727050029e-14
2.070930004119873	7.22690050164454e-12	4.577210192899944e-14
2.0742199420928955	7.168295904774746e-12	3.5141550449755907e-14
2.077510118484497	7.2682120738631895e-12	4.6598819638046796e-14
2.0808000564575195	7.336992992323932e-12	4.072878305775261e-14
2.0840799808502197	7.439352953109157e-12	3.7579480678543234e-14
2.0873498916625977	7.471681259807461e-12	3.0773723413285436e-14
2.090630054473877	7.602703189224513e-12	6.064534996148147e-14
2.0938899517059326	7.593612370848657e-12	3.5782435906439244e-14
2.0971601009368896	7.70725323839816e-12	4.6054712777784945e-14
2.100409984588623	7.7574509316225e-12	3.5875304598776206e-14
2.1036698818206787	7.728847076227119e-12	4.5443934260178814e-14
2.106920003890991	7.867415920126408e-12	2.4163278393137325e-14
2.1101601123809814	7.94706748324936e-12	3.231767812888163e-14
2.1133999824523926	8.026494399682171e-12	2.312384191191421e-14
2.116640090942383	8.009259921948342e-12	3.958152097640992e-14
2.1198699474334717	8.035556595120674e-12	2.9750219621800175e-14
2.1230900287628174	8.212875692026333e-12	4.7017511412006385e-14
2.126310110092163	8.211067242802628e-12	3.309023993941333e-14
2.1295299530029297	8.216531621751955e-12	4.376185218780797e-14
2.132740020751953	8.29229220011829e-12	3.3052797695012903e-14
2.1359500885009766	8.336634334249471e-12	3.2999326199118634e-14
2.1391499042510986	8.324238867651879e-12	4.4294520715150096e-14
2.1423499584198	8.378884391868624e-12	4.3472004289521124e-14
2.145550012588501	8.372852758342653e-12	3.826621772272734e-14
2.1487300395965576	8.418465577419987e-12	4.9616838686695336e-14
2.1519200801849365	8.323036704283027e-12	5.563273095237492e-14
2.155100107192993	8.352274601108878e-12	4.9525142287957374e-14
2.1582698822021484	8.271157196648726e-12	6.591976313766179e-14
2.161439895629883	8.272008078513693e-12	5.849755901031484e-14
2.164609909057617	8.360779950311592e-12	5.831573152972544e-14
2.1677699089050293	8.544854060432705e-12	4.381493066041471e-14
2.1709299087524414	8.336927502516911e-12	4.947381886761734e-14
2.1740798950195312	8.34988935632941e-12	5.5128112768114065e-14
2.177220106124878	8.356830852318531e-12	4.852402388320215e-14
2.1803700923919678	8.349958745268449e-12	4.114854209322574e-14
2.183500051498413	8.279045851655731e-12	3.677758781111401e-14
2.1866300106048584	8.29932043228121e-12	7.71676491695232e-14
2.1897599697113037	8.332860443327483e-12	3.0628457262831324e-14
2.1928799152374268	8.325822670185445e-12	4.362460235716667e-14
2.196000099182129	8.303182794100472e-12	4.850183161998409e-14
2.1991100311279297	8.36024218603404e-12	4.464136037826e-14
2.2022199630737305	8.26031604228561e-12	5.484227641786542e-14
2.205319881439209	8.164173330438285e-12	5.608504315807693e-14
2.2084200382232666	8.247627407420577e-12	4.338021302309307e-14
2.211509943008423	8.242094506893949e-12	7.713264976814266e-14
2.214600086212158	8.230412879006721e-12	3.5885862017430784e-14
2.2176899909973145	8.14922608560753e-12	4.186079515791294e-14
2.2207601070404053	8.044695985753858e-12	3.230633805178379e-14
2.2238399982452393	8.1228426762614e-12	5.43339448411638e-14
2.226900100708008	8.047756037965481e-12	3.7393939805513074e-14
2.2299699783325195	8.112138565052884e-12	5.273426552203364e-14
2.233020067214966	8.08599801699339e-12	2.734835774997283e-14
2.2360799312591553	8.05416844329443e-12	5.312842044557717e-14
2.2391200065612793	7.932032634883068e-12	5.237667531675719e-14
2.2421700954437256	7.990882261443844e-12	4.328382744995911e-14
2.2451999187469482	7.962424990182182e-12	5.353772370634939e-14
2.2482399940490723	7.951916035364714e-12	5.784465246204407e-14
2.2512600421905518	7.922031954044062e-12	3.657591943076813e-14
2.2542800903320312	7.839692436895085e-12	4.553328268358699e-14
2.2572999000549316	7.856292005836707e-12	4.84525614075082e-14
2.260309934616089	7.856711808917893e-12	4.9823101373747125e-14
2.263319969177246	7.741507088154798e-12	4.6091077596276467e-14
