| JD - 2457565 (hr) |       Flux |     Flux Err | Airmass |
|        -4.5079613 | 0.97301752 | 0.0325385864 |   1.416 |
|        -4.4866787 |   1.000046 | 0.0311858364 |   1.408 |
|        -4.4653956 | 0.97753442 | 0.0310375952 |   1.401 |
|        -4.4441073 |  1.0322819 | 0.0319571104 |   1.394 |
|        -4.4228128 |  1.0537476 |  0.033036504 |   1.387 |
|        -4.4015156 |  1.0097674 | 0.0307310156 |    1.38 |
|        -4.3802279 | 0.99673646 | 0.0305151464 |   1.373 |
|        -4.3589434 |  1.0116982 | 0.0312748412 |   1.366 |
|        -4.3376587 |  1.0167365 | 0.0320283504 |    1.36 |
|        -4.3163706 |  1.0003142 | 0.0313505628 |   1.353 |
|        -4.2950823 |   1.044372 | 0.0331391672 |   1.347 |
|        -4.2737971 |  1.0337816 | 0.0333405796 |   1.341 |
|         -4.252515 |  1.0012443 | 0.0324833752 |   1.334 |
|        -4.2312308 |  1.0291785 | 0.0316780492 |   1.328 |
|        -4.2099406 | 0.98920341 | 0.0306622552 |   1.322 |
|        -4.1886509 |  1.0000643 | 0.0304205124 |   1.316 |
|        -4.1673621 |  1.0436332 | 0.0307075404 |    1.31 |
|        -4.1460789 |  1.0208052 | 0.0302176168 |   1.305 |
|        -4.1247933 |  1.0339451 |   0.03037929 |   1.299 |
|        -4.1035074 |  1.0448957 | 0.0320191228 |   1.293 |
|        -4.0822223 |   1.042971 | 0.0305880224 |   1.288 |
|        -4.0609334 |  1.0615181 | 0.0312054844 |   1.282 |
|        -4.0396478 |  1.0387133 | 0.0303044684 |   1.277 |
|          -4.01836 |  1.0179172 | 0.0302825956 |   1.272 |
|        -3.9970688 |  1.0375923 | 0.0302069396 |   1.266 |
|        -3.9757763 | 0.99434718 | 0.0297105208 |   1.261 |
|        -3.9544877 |  1.0243424 | 0.0302104648 |   1.256 |
|        -3.9332025 |  1.0426984 | 0.0301533776 |   1.251 |
|        -3.9119164 |  1.0181726 | 0.0295342868 |   1.246 |
|         -3.890629 |  1.0691055 | 0.0314995684 |   1.242 |
|        -3.8693396 |  1.0421061 | 0.0306002184 |   1.237 |
|        -3.8480549 |   1.026109 | 0.0321519408 |   1.232 |
|        -3.8267708 |  1.0643541 | 0.0316475696 |   1.228 |
|        -3.8054845 |  1.0268026 | 0.0309524856 |   1.223 |
|        -3.7841999 |  1.0162754 | 0.0305266816 |   1.219 |
|        -3.7629137 |    1.01239 | 0.0298038976 |   1.214 |
|         -3.741633 |  1.0209917 | 0.0305899548 |    1.21 |
|        -3.7203483 |  1.0559974 | 0.0308814156 |   1.206 |
|        -3.6990596 |  1.0129291 | 0.0303428092 |   1.201 |
|        -3.6777688 |   1.039931 |    0.0314694 |   1.197 |
|        -3.6351994 |  1.0440932 | 0.0305026992 |   1.189 |
|        -3.6139144 |  1.0288334 |  0.029816722 |   1.185 |
|        -3.5926299 |  1.0576755 |  0.030695384 |   1.181 |
|        -3.5713435 | 0.98453372 | 0.0297627088 |   1.177 |
|         -3.550055 |  1.0174966 | 0.0310017508 |   1.173 |
|         -3.528766 |  1.0232699 |   0.03081688 |    1.17 |
|         -3.507487 |  1.0363965 | 0.0313777684 |   1.166 |
|        -3.4862004 |  1.0334599 | 0.0306252388 |   1.162 |
|        -3.4649138 |  1.0431631 |  0.030258758 |   1.159 |
|        -3.4436293 |    1.00853 | 0.0305369076 |   1.155 |
|        -3.4223535 |  1.0375446 | 0.0309260536 |   1.152 |
|        -3.4010635 |  1.0390529 | 0.0301666984 |   1.148 |
|        -3.3797848 |  1.0143938 | 0.0294484808 |   1.145 |
|        -3.3584981 |  1.0133851 | 0.0293918336 |   1.142 |
|        -3.3372108 |  1.0245588 | 0.0291699028 |   1.139 |
|        -3.3159238 |  1.0099229 | 0.0287011876 |   1.135 |
|        -3.2946643 |  1.0126496 | 0.0290778564 |   1.132 |
|        -3.2733795 |   1.056205 | 0.0312138988 |   1.129 |
|        -3.2520884 |  1.0250746 |  0.029565844 |   1.126 |
|        -3.2307875 |  1.0263563 |  0.030144484 |   1.123 |
|        -3.2095167 | 0.99450859 | 0.0295700372 |    1.12 |
|        -3.1882283 |  1.0347948 | 0.0303369876 |   1.117 |
|        -3.1669402 |  1.0178647 | 0.0303365388 |   1.114 |
|        -3.1456558 |  1.0253218 | 0.0298042484 |   1.111 |
|        -3.1243688 |  1.0071344 | 0.0294933512 |   1.109 |
|        -3.1030767 |  1.0021527 | 0.0297946208 |   1.106 |
|        -3.0817351 |  1.0387247 | 0.0302709468 |   1.103 |
|        -3.0604299 |   1.020148 | 0.0293336652 |   1.101 |
|          -3.03914 |  1.0316423 |    0.0302347 |   1.098 |
|        -3.0178195 | 0.99138786 | 0.0298319088 |   1.095 |
|        -2.9965365 |  1.0147083 | 0.0303409508 |   1.093 |
|        -2.9752419 |  1.0149015 | 0.0302696652 |    1.09 |
|        -2.9539556 |  1.0273236 | 0.0296970264 |   1.088 |
|        -2.9326723 |  1.0389282 | 0.0307324344 |   1.086 |
|        -2.9113919 |  1.0527288 | 0.0310125788 |   1.083 |
|         -2.890105 |  1.0284595 | 0.0304786752 |   1.081 |
|          -2.86881 | 0.98954308 | 0.0297532832 |   1.079 |
|        -2.8475259 |  1.0169384 |  0.030160224 |   1.076 |
|        -2.8262412 |  1.0008597 | 0.0296881476 |   1.074 |
|        -2.8049542 |  1.0171614 | 0.0300962076 |   1.072 |
|         -2.783667 |  1.0174788 |  0.029462128 |    1.07 |
|        -2.7623799 |  1.0149337 | 0.0298323108 |   1.068 |
|        -2.7410997 |  1.0080047 | 0.0297870292 |   1.066 |
|        -2.7198104 |  1.0322552 | 0.0301770772 |   1.064 |
|        -2.6985222 |  1.0400742 | 0.0308894884 |   1.062 |
|        -2.6772096 |  1.0088571 | 0.0297469616 |    1.06 |
|        -2.6559244 |  1.0238153 | 0.0298828932 |   1.058 |
|        -2.6346418 |  1.0312595 | 0.0301931588 |   1.056 |
|        -2.6133788 |  1.0117322 |  0.030890326 |   1.055 |
|        -2.5920948 |   1.029393 |  0.031072672 |   1.053 |
|         -2.570812 |  1.0162994 | 0.0298195016 |   1.051 |
|        -2.5494897 |  1.0475048 | 0.0302560108 |   1.049 |
|        -2.5282015 |  1.0515247 | 0.0311798752 |   1.048 |
|        -2.5069191 |  1.0046787 | 0.0298942024 |   1.046 |
|        -2.4856354 |  1.0219891 |   0.03004658 |   1.044 |
|        -2.4643516 |  1.0247895 | 0.0305621452 |   1.043 |
|        -2.4430683 |  1.0111159 | 0.0295329604 |   1.041 |
|        -2.4217818 |  1.0247845 | 0.0301312104 |    1.04 |
|        -2.4004989 |  1.0342629 | 0.0298418008 |   1.038 |
|        -2.3792167 |  1.0090675 | 0.0296550016 |   1.037 |
|        -2.3579327 |  1.0326637 | 0.0301221336 |   1.036 |
|         -2.336646 | 0.99971945 | 0.0293437156 |   1.034 |
|        -2.3153603 |  1.0066761 | 0.0294876936 |   1.033 |
|         -2.294074 |  1.0362173 | 0.0301405456 |   1.032 |
|        -2.2727892 |  1.0429582 | 0.0305963176 |    1.03 |
|         -2.251503 |  1.0137303 | 0.0292489212 |   1.029 |
|        -2.2302154 |   1.035628 | 0.0304222128 |   1.028 |
|        -2.2089278 |   1.024687 | 0.0298433692 |   1.027 |
