#wavelength (micron)	Absolute Flux Density (erg / (cm2 micron s))	Uncertainty (erg / (cm2 micron s))
1.00872004032135	4.57492290578676e-12	1.3576707575020663e-13
1.0126099586486816	4.692518075499752e-12	1.9022046578946045e-13
1.016510009765625	4.922129977907863e-12	1.7696660922685709e-13
1.020419955253601	4.81734574106496e-12	1.9725448488147612e-13
1.0243500471115112	4.831501951990669e-12	2.069799003414155e-13
1.028290033340454	5.186936383877461e-12	1.5740783242818024e-13
1.0322400331497192	5.5050595158812055e-12	1.5169319251238933e-13
1.0362000465393066	5.591794822318308e-12	2.328829674675542e-13
1.040179967880249	5.8545004781584975e-12	2.0222620236362565e-13
1.044160008430481	6.0659407184748826e-12	2.0403378422559348e-13
1.0481599569320679	6.206281148724013e-12	2.1208084116999815e-13
1.0521700382232666	6.346514026117633e-12	1.700139730604136e-13
1.056190013885498	6.4138924206480485e-12	1.5911808004011319e-13
1.0602200031280518	6.495150337709754e-12	2.0373755308701613e-13
1.0642600059509277	6.619111075217843e-12	2.470408589066303e-13
1.068310022354126	6.877348950745654e-12	1.7066221753934269e-13
1.0723799467086792	7.040024813109724e-12	2.0975639302735216e-13
1.076449990272522	7.243062920270216e-12	1.986073659048307e-13
1.080530047416687	7.492898662642133e-12	1.9535864896266797e-13
1.0846199989318848	7.64796993096839e-12	2.1758968596092415e-13
1.088729977607727	7.80479500472886e-12	2.2251036462580392e-13
1.0928399562835693	7.911471824884053e-12	2.2221627478651723e-13
1.0969599485397339	8.04979173596454e-12	2.611721873924805e-13
1.1010899543762207	8.164978242131138e-12	2.4048598941221744e-13
1.1052199602127075	7.925511809336871e-12	2.0875289615408105e-13
1.1093699932098389	7.914609939652095e-12	2.328718001851776e-13
1.1135200262069702	7.947315548706424e-12	2.3552863760885334e-13
1.1176799535751343	8.066436407716537e-12	2.472817686293566e-13
1.1218500137329102	8.455973768417557e-12	2.5572344805949165e-13
1.1260299682617188	8.529946714241898e-12	2.6562806858601573e-13
1.130210041999817	8.35030742468712e-12	2.0247668017052411e-13
1.13441002368927	7.952101650776644e-12	1.8509771894468369e-13
1.1385999917984009	7.842657946677267e-12	2.2022364671876044e-13
1.1428099870681763	8.12206205069721e-12	8.87406942091766e-14
1.1470199823379517	8.736175845236449e-12	1.7165187728238746e-13
1.1512399911880493	9.088701145854028e-12	1.8709778734984917e-13
1.155460000038147	8.98611827310214e-12	2.386837472459491e-13
1.159690022468567	8.845459087414298e-12	2.223683747987898e-13
1.163930058479309	8.521597490152022e-12	1.7893903047662418e-13
1.1681699752807617	8.130730463906666e-12	2.0061861514489993e-13
1.172410011291504	7.762092184282476e-12	1.433009798063739e-13
1.176669955253601	7.915674192504607e-12	1.5383046670248285e-13
1.1809200048446655	8.277345822649274e-12	1.3588140486929523e-13
1.1851799488067627	8.473736469449822e-12	1.5106833969533162e-13
1.1894500255584717	8.436244758325273e-12	1.5685158250358655e-13
1.1937199831008911	8.235706387693664e-12	1.537783436830406e-13
1.1979899406433105	8.015118950488453e-12	1.463407032272629e-13
1.2022700309753418	8.064575049426814e-12	1.7637844310081086e-13
1.2065500020980835	8.371579471311286e-12	1.7172262147414213e-13
1.2108399868011475	8.909911870802478e-12	1.482748385878141e-13
1.2151199579238892	9.131190595312866e-12	2.053552775960546e-13
1.2194199562072754	9.507539720787772e-12	1.514592081310398e-13
1.2237099409103394	9.797739008998718e-12	2.2426048377263003e-13
1.2280100584030151	9.884528091863576e-12	1.4761966876750826e-13
1.2323100566864014	9.801728005631727e-12	1.8907604973882053e-13
1.2366100549697876	9.49876635680802e-12	1.3228011893316738e-13
1.2409100532531738	9.125660296871452e-12	1.3581918521712172e-13
1.2452199459075928	9.07721380699611e-12	1.309213832180814e-13
1.2495299577713013	9.384111543386808e-12	1.3517519623171964e-13
1.2538399696350098	9.860278392392896e-12	1.757626433718934e-13
1.2581499814987183	1.033330799399268e-11	1.2159906057334496e-13
1.262470006942749	1.0915778697606626e-11	1.1278886760104564e-13
1.2667800188064575	1.1280695128013107e-11	1.4299679333435594e-13
1.271090030670166	1.1566958328657062e-11	1.6882967192235337e-13
1.2754100561141968	1.1571531927101475e-11	1.5228135863843556e-13
1.279729962348938	1.1376576763977297e-11	1.1044951845479156e-13
1.2840499877929688	1.1286225426454521e-11	1.6741083074933022e-13
1.2883599996566772	1.1420928439087596e-11	1.340254540379074e-13
1.292680025100708	1.1424226148415428e-11	1.466044625107743e-13
1.2970000505447388	1.1360942568650056e-11	1.6736776081802823e-13
1.30131995677948	1.1265166750817901e-11	1.20638647183903e-13
1.3056399822235107	1.1258253877766133e-11	1.0942208781856283e-13
1.3099499940872192	1.1470385405387695e-11	9.822733446941678e-14
1.31427001953125	1.1617744960501497e-11	1.481684648021661e-13
1.3185900449752808	1.167081795788727e-11	1.2813479389941346e-13
1.3229000568389893	1.141050535308219e-11	1.4348498246757185e-13
1.3272099494934082	1.0596757846204063e-11	7.715400177467704e-14
1.331529974937439	9.107207175895748e-12	6.420167538876906e-14
1.3358399868011475	7.881266819720345e-12	7.06188105496948e-14
1.340149998664856	7.046246398856315e-12	8.391787156662722e-14
1.3444600105285645	6.676863489180063e-12	2.9818439655372037e-14
1.348770022392273	6.667397536852526e-12	8.702194238645322e-14
1.3530700206756592	6.727543435530725e-12	1.512911432417774e-13
1.3573700189590454	6.865012031065376e-12	1.5151928648392265e-13
1.3616700172424316	7.158082286629064e-12	1.1782228296307318e-13
1.3659700155258179	7.311557609357422e-12	1.169565204232892e-13
1.370270013809204	7.388614026160312e-12	1.9582448997860352e-13
1.374559998512268	7.009073876851346e-12	2.0432306291773977e-13
1.3788599967956543	7.0608705514396686e-12	2.878761411109071e-14
1.383139967918396	7.66711433924927e-12	1.2602092492371847e-13
1.38742995262146	7.699287388196474e-12	2.528820794260589e-13
1.3917100429534912	7.600852239275646e-12	7.963641817385417e-14
1.395990014076233	6.97280557945823e-12	3.675933933329836e-14
1.4002699851989746	6.678937351095593e-12	9.670906518091313e-14
1.404539942741394	6.5526369052992806e-12	8.46012238671541e-14
1.408810019493103	6.676172201874886e-12	7.20732677640841e-14
1.4130799770355225	6.432505569864411e-12	1.3413766896275964e-13
1.4173400402069092	6.3364101292318065e-12	1.0295603481086726e-13
1.4215999841690063	6.108590629855248e-12	1.0836116888773145e-13
1.425860047340393	6.045201231957842e-12	4.0226516236953336e-14
1.430109977722168	6.024620906319722e-12	7.726461750132488e-14
1.4343500137329102	6.047115499313582e-12	5.124759056246257e-14
1.438599944114685	6.0140382257545255e-12	7.694181663325805e-14
1.4428399801254272	6.082319977535056e-12	3.4530118022714495e-14
1.4470700025558472	6.23361518653498e-12	5.529043477399409e-14
1.451300024986267	6.430058742401545e-12	6.675534419946921e-14
1.455530047416687	6.5251961819945414e-12	5.858435617048588e-14
1.4597500562667847	6.640542716401798e-12	1.8846981131781168e-14
1.4639699459075928	6.607411666414986e-12	3.9284923919599354e-14
1.4681799411773682	6.573323482750304e-12	4.61357365613875e-14
1.4723800420761108	6.689573374407676e-12	4.911233569891531e-14
1.4765900373458862	6.898248465503354e-12	2.332296919341833e-14
1.480780005455017	6.88410309659937e-12	4.837054151315967e-14
1.4849799871444702	6.971582599407666e-12	4.282815082939061e-14
1.4891599416732788	7.122239430168431e-12	6.304768447769338e-14
1.493340015411377	7.142288063061164e-12	2.8373294721204846e-14
1.4975199699401855	7.351707784208905e-12	3.544671270372911e-14
1.5016900300979614	7.468755648665226e-12	2.500843092724872e-14
1.5058599710464478	7.687322133020924e-12	1.9350056022012126e-14
1.5100200176239014	7.803731619238086e-12	2.632935170343749e-14
1.5141700506210327	7.922427470996585e-12	2.3364607639039456e-14
1.5183199644088745	8.136527042401642e-12	4.2500725161431774e-14
1.5224699974060059	8.295798943624977e-12	2.7048013419403612e-14
1.526610016822815	8.463366292510432e-12	5.070234528991961e-14
1.5307400226593018	8.675604505625767e-12	3.4224122288321196e-14
1.5348700284957886	8.866624448544691e-12	5.6443893748378896e-14
1.5389900207519531	8.989574709628023e-12	5.745217127560431e-14
1.5430999994277954	9.130978091687059e-12	4.705589894517595e-14
1.5472099781036377	9.44675674491302e-12	5.804724241423656e-14
1.5513099431991577	9.594382580080385e-12	2.14654716798688e-14
1.5554100275039673	9.714566824581272e-12	2.141128190003526e-14
1.559499979019165	9.788380175845823e-12	2.9479528220648435e-14
1.5635900497436523	9.905853047553759e-12	5.374451494196027e-14
1.5676699876785278	9.94589653691147e-12	2.2416796405786733e-14
1.5717400312423706	1.0217111011401325e-11	3.93244905226315e-14
1.5758099555969238	1.0368245324798853e-11	3.644967425217756e-14
1.5798699855804443	1.0299113124834225e-11	2.2091019063943257e-14
1.5839200019836426	9.994343026786812e-12	1.6633607807640428e-14
1.5879700183868408	9.922019802988125e-12	5.281749497943085e-14
1.5920100212097168	1.016632437955689e-11	3.357778532758933e-14
1.5960500240325928	1.036425806288932e-11	2.865147558767621e-14
1.6000699996948242	1.0528208513327364e-11	3.609996822957415e-14
1.604099988937378	1.050768153043613e-11	2.7065457215919367e-14
1.608109951019287	1.0325914602538067e-11	4.0613766147910846e-14
1.6121200323104858	1.02484340458453e-11	5.596527608746696e-14
1.616129994392395	1.0441899081503614e-11	3.9837883968225907e-14
1.6201200485229492	1.0526667211518959e-11	2.671090955298945e-14
1.6241099834442139	1.0471946226831008e-11	3.6176651816354974e-14
1.628100037574768	1.0438548463109765e-11	4.8459086949333846e-14
1.6320799589157104	1.0465138304549537e-11	4.62709196316375e-14
1.6360499858856201	1.0537143206590383e-11	5.871304419209633e-14
1.6400099992752075	1.0789956601808814e-11	5.463207672167479e-14
1.643970012664795	1.1041334513350876e-11	1.7432307360858504e-14
1.64792001247406	1.1368600505434756e-11	2.0956758938340918e-14
1.651859998703003	1.1392371421226066e-11	4.019519295856387e-14
1.6557999849319458	1.132180287022333e-11	6.796889169113224e-14
1.6597299575805664	1.1309996342245832e-11	4.420155715512304e-14
1.6636600494384766	1.1250010471808292e-11	4.3923960741385285e-14
1.667580008506775	1.1314038247944858e-11	2.528523113001606e-14
1.671489953994751	1.132866283420908e-11	5.1849153361602576e-14
1.6753900051116943	1.1362537646886217e-11	7.34926171568756e-14
1.6792900562286377	1.153760420535832e-11	6.66043080605784e-14
1.6831899881362915	1.170128924310454e-11	8.508515073057943e-14
1.6870700120925903	1.1769678114059712e-11	8.35658243449576e-14
1.6909500360488892	1.1565096970367339e-11	6.739933996113487e-14
1.6948200464248657	1.1447198224046051e-11	5.2332551676468816e-14
1.6986900568008423	1.1469215334403149e-11	6.08067131260652e-14
1.7025500535964966	1.1422895615509354e-11	1.0653126601353757e-13
1.7064000368118286	1.1317920559084094e-11	1.0572825845074976e-13
1.7102500200271606	1.1200661058363703e-11	7.875470430960749e-14
1.7140899896621704	1.088557282508118e-11	6.000636863486355e-14
1.717919945716858	1.0617124367173769e-11	4.034526347989481e-14
1.721750020980835	1.035681176236869e-11	6.863150184884675e-14
1.7255699634552002	1.0082992600579654e-11	4.518739169737801e-14
1.7293800115585327	9.885006008181207e-12	4.736247405010517e-14
1.7331899404525757	9.726585856184577e-12	6.512380288899514e-14
1.736989974975586	9.553274837870163e-12	6.387674677393873e-14
1.7407900094985962	9.543435486314422e-12	3.449310268291948e-14
1.744570016860962	9.296418669590967e-12	3.598898319656131e-14
1.74836003780365	9.109812730556666e-12	6.889527468488532e-14
1.7521300315856934	8.762606092116432e-12	5.86997559392198e-14
1.7559000253677368	8.538455532891565e-12	4.8832564104569e-14
1.759660005569458	8.41204796792061e-12	8.143174177500934e-14
1.7634199857711792	8.263358747262473e-12	6.084766208686726e-14
1.7671699523925781	8.035592156951932e-12	6.461062289570343e-14
1.7709200382232666	7.75087112547812e-12	4.446894512778049e-14
1.774649977684021	7.570806828671728e-12	5.76914750238626e-14
1.7783900499343872	7.455513637011357e-12	7.399462986779071e-14
1.7821099758148193	7.388029424348908e-12	4.380611474149969e-14
1.785830020904541	7.189511139205074e-12	3.833226935195423e-14
1.7895400524139404	7.083365144433529e-12	4.173999470710732e-14
1.7932499647140503	7.198923748785724e-12	5.741600635688834e-14
1.7969499826431274	7.16292173144617e-12	9.505518930568585e-14
1.8006500005722046	7.12702596591952e-12	8.905604796357117e-14
1.8043400049209595	7.058956284083928e-12	3.259822221727583e-14
1.808019995689392	7.077090649620921e-12	7.772727367337876e-14
1.8116999864578247	7.290711437346609e-12	6.792103094148058e-14
1.815369963645935	7.297678086826132e-12	1.1907200214971575e-13
1.8190300464630127	7.591439629694996e-12	8.114404195227673e-14
1.8226900100708008	7.536771554073063e-12	6.027598938636997e-14
1.8263399600982666	7.580272347318395e-12	9.077001574420845e-14
1.829990029335022	7.633824128383537e-12	1.4777655282186691e-13
1.8336299657821655	7.320491435258702e-12	1.7667093374189313e-13
1.8372700214385986	7.410523583661899e-12	1.537809999783632e-13
1.84089994430542	7.420415844283657e-12	1.599907408162196e-13
1.8445199728012085	7.082301758942755e-12	1.2865275793479125e-13
1.848140001296997	7.039492686683468e-12	1.193591666476257e-13
1.8517500162124634	6.975571596040675e-12	1.011591052352441e-13
1.8553600311279297	6.668620950583959e-12	1.1039793076017199e-13
1.8589600324630737	6.505785927340968e-12	9.307799079009624e-14
1.8625600337982178	6.4987130260485415e-12	5.715702433919945e-14
1.8661500215530396	6.3511409673089325e-12	2.5471833843548897e-13
1.869729995727539	6.226488942495667e-12	2.718356681245815e-13
1.8733099699020386	6.53620473717309e-12	2.0615987758078325e-13
1.876889944076538	7.081770066197368e-12	2.9125885188906186e-13
1.8804500102996826	7.011574047061098e-12	5.097052608541569e-14
1.8840199708938599	7.059807165948895e-12	4.21751629659569e-14
1.8875700235366821	6.8503341020542674e-12	4.4437459219065154e-14
1.891129970550537	7.076452271381761e-12	4.389492445195341e-14
1.894670009613037	6.9682853237607034e-12	9.901917474982799e-14
1.8982199430465698	7.180577313303793e-12	1.9275020761346656e-13
1.9017499685287476	7.23184186146586e-12	1.2072161575515244e-13
1.9052799940109253	7.889828547436029e-12	1.1765530227598325e-13
1.908810019493103	7.775227510442573e-12	1.463986673859094e-13
1.9123300313949585	7.903016782662142e-12	1.0724971935939867e-13
1.9158400297164917	7.736725322893268e-12	7.096128291092865e-14
1.919350028038025	7.817611141769376e-12	6.834061718223247e-14
1.922860026359558	7.54735423463826e-12	6.810662602461937e-14
1.926360011100769	7.47029781783537e-12	9.286580564867725e-14
1.9298499822616577	7.38973118807884e-12	5.692463237979076e-14
1.9333399534225464	7.159996987665673e-12	9.296046327459881e-14
1.9368300437927246	6.793698416329708e-12	6.49392716792381e-14
1.940310001373291	6.55295609441886e-12	5.0945104932602694e-14
1.9437799453735352	6.539448670073167e-12	3.39372220646908e-14
1.9472500085830688	6.632193058631053e-12	2.863647632824623e-14
1.950719952583313	6.61421828765385e-12	8.174018374055431e-14
1.9541699886322021	6.478984015956257e-12	8.8617854103034e-14
1.9576300382614136	6.393312095009929e-12	5.39178788693407e-14
1.9610799551010132	6.3699132774042155e-12	7.502683776984195e-14
1.96451997756958	6.2995038872804e-12	6.489992191664046e-14
1.967960000038147	6.310511575097211e-12	4.762347878247211e-14
1.9714000225067139	6.135446317667714e-12	6.728553939060536e-14
1.9748300313949585	6.0145694848190434e-12	5.732454035111204e-14
1.9782600402832031	5.827006412106872e-12	6.393897320237582e-14
1.9816800355911255	5.811159279472955e-12	8.599505385131073e-14
1.9850900173187256	5.7829205833692665e-12	6.77242685759652e-14
1.988510012626648	5.798077296059745e-12	7.102829338145183e-14
1.9919099807739258	5.890608747310955e-12	5.42949203392179e-14
1.9953099489212036	6.039563814341786e-12	9.762800106099395e-14
1.998710036277771	6.079873583753059e-12	1.912649183997972e-13
2.0020999908447266	6.24669716994819e-12	1.1447253193096196e-13
2.0054900646209717	6.419369810023445e-12	5.0441709863917675e-14
2.0088798999786377	6.440641422966742e-12	1.1120944253375023e-13
2.0122499465942383	6.391504079467092e-12	8.39545582576387e-14
2.015630006790161	6.441971088511078e-12	6.199846137779769e-14
2.0190000534057617	6.70722852258443e-12	6.034937632092008e-14
2.02236008644104	6.57385560917656e-12	3.829563348291959e-14
2.0257198810577393	6.482652956107948e-12	5.42326972989126e-14
2.0290799140930176	6.436227852762988e-12	3.836641494412395e-14
2.0324299335479736	6.440163072968241e-12	7.276937976892842e-14
2.0357799530029297	6.568377786120294e-12	6.88197600035717e-14
2.0391199588775635	6.540246209191247e-12	9.469303867502138e-14
2.0424599647521973	6.6830855086075225e-12	8.630774453411913e-14
2.045789957046509	6.81566175025905e-12	6.410009919773432e-14
2.0491199493408203	6.8126303209847805e-12	6.502861671451449e-14
2.0524399280548096	6.900269418352867e-12	8.497614097839959e-14
2.055759906768799	7.17759922677641e-12	6.821617787788545e-14
2.059079885482788	7.147499606063867e-12	5.792652327859388e-14
2.062390089035034	7.155050857354794e-12	9.53881003590111e-14
2.065690040588379	7.194244332209276e-12	7.440995383875201e-14
2.0689899921417236	7.296135917655988e-12	6.337633326122805e-14
2.0722899436950684	7.37633044922692e-12	5.4365647590313634e-14
2.075579881668091	7.357344768144092e-12	5.345202768900978e-14
2.0788700580596924	7.351229867891274e-12	5.209856051885571e-14
2.0821499824523926	7.43839018157999e-12	6.893675219424647e-14
2.0854299068450928	7.46758557768068e-12	7.458173212045519e-14
2.088710069656372	7.574635363383209e-12	6.377358493722673e-14
2.09197998046875	7.661795677071925e-12	5.329940251630992e-14
2.0952401161193848	7.72071902938043e-12	1.0239179567151507e-13
2.0985000133514404	7.690618974987018e-12	6.667610257318768e-14
2.101759910583496	7.800540595404026e-12	1.1248256015852776e-13
2.1050100326538086	7.795807402399824e-12	4.5559699947145954e-14
2.108259916305542	7.984434294283638e-12	9.062802591719432e-14
2.1115000247955322	8.00368538805829e-12	9.436066972278237e-14
2.1147398948669434	8.034049987781788e-12	1.1166306594645459e-13
2.1179699897766113	8.065851805905133e-12	9.776147990095407e-14
2.1212000846862793	8.142004431777039e-12	4.7287653935808305e-14
2.124419927597046	8.163488982027012e-12	1.0442802899539652e-13
2.1276400089263916	8.214168061015936e-12	9.225743270464132e-14
2.1308600902557373	8.250489701155939e-12	6.370072655123571e-14
2.1340699195861816	8.340893947744732e-12	6.614856367737412e-14
2.137279987335205	8.276653667982359e-12	5.710331567407995e-14
2.1404800415039062	8.405081318441088e-12	1.1858594076326334e-13
2.143670082092285	8.46118574510113e-12	1.2493287383352064e-13
2.146859884262085	8.501495514512403e-12	8.482404096612703e-14
2.150049924850464	8.429065605219943e-12	1.024646540575061e-13
2.1532299518585205	8.38333135549929e-12	9.192931924592931e-14
2.156409978866577	8.34743558997264e-12	8.482084934598177e-14
2.159590005874634	8.359772943333788e-12	1.0136916262989959e-13
2.162750005722046	8.410825855231785e-12	1.0886956483893706e-13
2.1659200191497803	8.63135951600924e-12	6.417562065531152e-14
2.1690800189971924	8.643165176625e-12	3.8571471456258846e-14
2.1722300052642822	8.64412274398374e-12	9.182774983115816e-14
2.175379991531372	8.518353557251945e-12	7.75204146751321e-14
2.1785199642181396	8.476129520484932e-12	6.653145645085096e-14
2.1816599369049072	8.504686538346462e-12	9.316254500702295e-14
2.184799909591675	8.38157668270334e-12	5.449487093674675e-14
2.187930107116699	8.488360188352306e-12	6.641712055549878e-14
2.1910500526428223	8.447039942516277e-12	9.783328118982693e-14
2.1941699981689453	8.388064548503493e-12	8.059151219638738e-14
2.1972899436950684	8.39051050860462e-12	9.407191280293159e-14
2.2004001140594482	8.439754971278912e-12	9.637244751141069e-14
2.203510046005249	8.43725523475003e-12	9.958659195679828e-14
2.2066099643707275	8.332066807337224e-12	5.745323514898606e-14
2.209700107574463	8.37838565886928e-12	7.169515903269336e-14
2.212790012359619	8.344989629871513e-12	9.131988920477521e-14
2.2158799171447754	8.30930636797067e-12	6.823000145558464e-14
2.2189600467681885	8.251712681206502e-12	1.1503356589764174e-13
2.2220299243927	8.260008996230361e-12	5.4800121282146466e-14
2.2251100540161133	8.293192521602322e-12	6.907023103420659e-14
2.2281699180603027	8.366952963800856e-12	6.951055264150727e-14
2.2312300205230713	8.307710422372772e-12	5.876356801333416e-14
2.2342898845672607	8.227729261789385e-12	1.2079180429329373e-13
2.237339973449707	8.107649968058794e-12	1.204211562281024e-13
2.240380048751831	8.123763814427143e-12	1.0929232914730705e-13
2.243419885635376	8.119616090596082e-12	8.961708870651452e-14
2.2464599609375	8.169231784094233e-12	8.182101778877668e-14
2.2494900226593018	8.103449335161717e-12	7.941997076264459e-14
2.2525100708007812	8.127061523754975e-12	7.59830024420205e-14
2.2555301189422607	8.170986456890184e-12	4.3851319195828756e-14
2.258549928665161	8.11998818878168e-12	6.297004882587984e-14
2.2615599632263184	8.01150291940278e-12	8.043941218411482e-14
2.2645599842071533	8.016819846856649e-12	9.323274709769139e-14
2.2675600051879883	7.881000539666783e-12	5.88364196230616e-14
2.270550012588501	8.005173780800678e-12	3.2910279319439684e-14
2.2735400199890137	7.868875689931443e-12	8.180772275963658e-14
2.2765300273895264	7.828300507828345e-12	1.2379644022137565e-13
2.2795000076293945	7.846168159630906e-12	6.269882887616901e-14
