| JD - 2457565 (hr) |       Flux |     Flux Err | Airmass |
|        -4.5079613 |  1.0130641 |   0.01420909 |   1.416 |
|        -4.4866787 |  1.0206825 | 0.0137134456 |   1.408 |
|        -4.4653956 | 0.99723121 | 0.0134142856 |   1.401 |
|        -4.4441073 |  1.0189819 | 0.0136917828 |   1.394 |
|        -4.4228128 |  1.0135338 | 0.0137528972 |   1.387 |
|        -4.4015156 |  1.0079629 | 0.0131077732 |    1.38 |
|        -4.3802279 |  1.0062338 | 0.0132233368 |   1.373 |
|        -4.3589434 |  0.9955536 | 0.0131500148 |   1.366 |
|        -4.3376587 |   1.015305 | 0.0135005864 |    1.36 |
|        -4.3163706 |  1.0005599 |  0.013389886 |   1.353 |
|        -4.2950823 |  1.0092457 | 0.0137112456 |   1.347 |
|        -4.2737971 | 0.99650143 | 0.0137276692 |   1.341 |
|         -4.252515 |  1.0078648 | 0.0137442468 |   1.334 |
|        -4.2312308 | 0.99371543 | 0.0131091028 |   1.328 |
|        -4.2099406 |  1.0085091 | 0.0132456424 |   1.322 |
|        -4.1886509 |  1.0098227 |  0.012871252 |   1.316 |
|        -4.1673621 |  1.0201642 | 0.0129739148 |    1.31 |
|        -4.1460789 |   1.014652 | 0.0127768232 |   1.305 |
|        -4.1247933 |  1.0067464 | 0.0126227992 |   1.299 |
|        -4.1035074 |  1.0108144 | 0.0128565384 |   1.293 |
|        -4.0822223 |  1.0173975 | 0.0129278832 |   1.288 |
|        -4.0609334 |  1.0182389 | 0.0127838084 |   1.282 |
|        -4.0396478 |  1.0112621 | 0.0126022044 |   1.277 |
|          -4.01836 |  1.0072565 | 0.0126476192 |   1.272 |
|        -3.9970688 |  1.0192591 | 0.0126731052 |   1.266 |
|        -3.9757763 |  1.0062982 | 0.0125184948 |   1.261 |
|        -3.9544877 |  1.0044819 | 0.0125453992 |   1.256 |
|        -3.9332025 |  1.0046985 |  0.012399832 |   1.251 |
|        -3.9119164 |  1.0004576 | 0.0122876516 |   1.246 |
|         -3.890629 |  1.0092129 | 0.0126178244 |   1.242 |
|        -3.8693396 |  1.0033466 | 0.0127306328 |   1.237 |
|        -3.8480549 |   1.009762 | 0.0131977968 |   1.232 |
|        -3.8267708 |  1.0085366 | 0.0125750076 |   1.228 |
|        -3.8054845 |    1.02125 | 0.0130859144 |   1.223 |
|        -3.7841999 |  1.0112349 | 0.0126714288 |   1.219 |
|        -3.7629137 |  1.0190856 | 0.0125963832 |   1.214 |
|         -3.741633 |   1.030275 | 0.0128965456 |    1.21 |
|        -3.7203483 |  1.0011804 | 0.0124639952 |   1.206 |
|        -3.6990596 |  1.0032935 | 0.0125498184 |   1.201 |
|        -3.6777688 | 0.99988541 |  0.012629478 |   1.197 |
|        -3.6351994 |  1.0036168 | 0.0124613916 |   1.189 |
|        -3.6139144 |  1.0148824 | 0.0124665516 |   1.185 |
|        -3.5926299 |  1.0103747 | 0.0124478572 |   1.181 |
|        -3.5713435 |  1.0032245 | 0.0123794212 |   1.177 |
|         -3.550055 |        1.0 | 0.0126602752 |   1.173 |
|         -3.528766 |  1.0043527 | 0.0126213304 |    1.17 |
|         -3.507487 | 0.99177675 |  0.012912784 |   1.166 |
|        -3.4862004 | 0.99722149 |  0.012552298 |   1.162 |
|        -3.4649138 |   1.010494 |  0.012270252 |   1.159 |
|        -3.4436293 | 0.99371178 | 0.0124152808 |   1.155 |
|        -3.4223535 |  1.0072438 | 0.0126410604 |   1.152 |
