| JD - 2457565 (hr) |       Flux |     Flux Err | Airmass |
|        -4.5079613 |  1.0071261 | 0.0223373324 |   1.416 |
|        -4.4866787 |  1.0196955 | 0.0222425124 |   1.408 |
|        -4.4653956 |  1.0115794 | 0.0218511616 |   1.401 |
|        -4.4441073 |  1.0153646 | 0.0222370664 |   1.394 |
|        -4.4228128 |  1.0267119 | 0.0223470856 |   1.387 |
|        -4.4015156 |   1.015733 | 0.0213499728 |    1.38 |
|        -4.3802279 |  1.0001919 | 0.0212055556 |   1.373 |
|        -4.3589434 |  1.0151876 | 0.0215220384 |   1.366 |
|        -4.3376587 |   1.025446 | 0.0218631412 |    1.36 |
|        -4.3163706 | 0.99985219 | 0.0216446296 |   1.353 |
|        -4.2950823 |  1.0096498 |   0.02221884 |   1.347 |
|        -4.2737971 |  1.0082289 | 0.0224251684 |   1.341 |
|         -4.252515 |  1.0029772 |    0.0222209 |   1.334 |
|        -4.2312308 | 0.99816347 | 0.0207735488 |   1.328 |
|        -4.2099406 |  1.0075296 | 0.0210350672 |   1.322 |
|        -4.1886509 |  1.0329233 | 0.0212412648 |   1.316 |
|        -4.1673621 |  1.0044269 |  0.020248024 |    1.31 |
|        -4.1460789 |  1.0153726 | 0.0199145736 |   1.305 |
|        -4.1247933 |  1.0210042 | 0.0200667072 |   1.299 |
|        -4.1035074 |   1.020897 | 0.0199312068 |   1.293 |
|        -4.0822223 |  1.0122145 | 0.0200131288 |   1.288 |
|        -4.0609334 |  1.0125466 |   0.01962527 |   1.282 |
|        -4.0396478 |  1.0162568 | 0.0198137892 |   1.277 |
|          -4.01836 |  1.0160025 | 0.0198941292 |   1.272 |
|        -3.9970688 |  1.0169735 | 0.0197405344 |   1.266 |
|        -3.9757763 |  1.0124143 |    0.0195809 |   1.261 |
|        -3.9544877 |  1.0139839 | 0.0196462136 |   1.256 |
|        -3.9332025 |  1.0103472 | 0.0192951616 |   1.251 |
|        -3.9119164 |   1.018582 |  0.019264732 |   1.246 |
|         -3.890629 |  1.0072225 | 0.0196124192 |   1.242 |
|        -3.8693396 |  1.0010549 | 0.0196596872 |   1.237 |
|        -3.8480549 |  1.0155252 |  0.020997228 |   1.232 |
|        -3.8267708 |  1.0150222 | 0.0196574396 |   1.228 |
|        -3.8054845 | 0.99983048 | 0.0197177004 |   1.223 |
|        -3.7841999 |  1.0120087 | 0.0196669892 |   1.219 |
|        -3.7629137 |  1.0229539 | 0.0195734936 |   1.214 |
|         -3.741633 |  1.0028632 | 0.0196218204 |    1.21 |
|        -3.7203483 |  0.9990024 | 0.0192420352 |   1.206 |
|        -3.6990596 | 0.99907871 | 0.0194168816 |   1.201 |
|        -3.6777688 |  1.0073866 | 0.0195267948 |   1.197 |
|        -3.6351994 |  1.0031933 | 0.0192501964 |   1.189 |
|        -3.6139144 | 0.99757056 | 0.0188159456 |   1.185 |
|        -3.5926299 | 0.99593257 |  0.019246742 |   1.181 |
|        -3.5713435 |  1.0116256 | 0.0191487776 |   1.177 |
|         -3.550055 |  1.0019055 | 0.0198473372 |   1.173 |
|         -3.528766 |  1.0014867 | 0.0195612792 |    1.17 |
|         -3.507487 | 0.98267986 | 0.0195830204 |   1.166 |
|        -3.4862004 | 0.98185752 | 0.0192322768 |   1.162 |
|        -3.4649138 |  1.0044115 |  0.018692526 |   1.159 |
|        -3.4436293 |   1.002698 |   0.01935027 |   1.155 |
|        -3.4223535 |  1.0174643 | 0.0196573092 |   1.152 |
|        -3.4010635 | 0.99639186 | 0.0186626316 |   1.148 |
|        -3.3797848 |  1.0032735 | 0.0187853464 |   1.145 |
|        -3.3584981 | 0.99484791 | 0.0184360804 |   1.142 |
|        -3.3372108 | 0.99870177 |  0.017811304 |   1.139 |
|        -3.3159238 | 0.99214478 | 0.0177437708 |   1.135 |
|        -3.2946643 |  1.0058961 | 0.0182589552 |   1.132 |
|        -3.2733795 | 0.99563403 | 0.0182961632 |   1.129 |
|        -3.2520884 | 0.98861023 | 0.0180293528 |   1.126 |
|        -3.2307875 |        1.0 |   0.01866324 |   1.123 |
|        -3.2095167 | 0.98659395 | 0.0185332048 |    1.12 |
|        -3.1882283 |  1.0111267 | 0.0187881288 |   1.117 |
|        -3.1669402 |  1.0051352 | 0.0190141972 |   1.114 |
|        -3.1456558 | 0.99191472 | 0.0181659916 |   1.111 |
|        -3.1243688 |  1.0203384 |  0.018835966 |   1.109 |
|        -3.1030767 |  1.0061961 |  0.018503904 |   1.106 |
|        -3.0817351 |  1.0077594 |  0.018437152 |   1.103 |
|        -3.0604299 |  0.9964072 | 0.0184077224 |   1.101 |
|          -3.03914 |  0.9797522 | 0.0180406912 |   1.098 |
|        -3.0178195 | 0.99814175 | 0.0184828528 |   1.095 |
|        -2.9965365 |  0.9750071 | 0.0184004592 |   1.093 |
|        -2.9752419 | 0.98999875 | 0.0181966688 |    1.09 |
|        -2.9539556 | 0.99194687 |  0.018178506 |   1.088 |
|        -2.9326723 |  1.0029898 | 0.0183905544 |   1.086 |
|        -2.9113919 | 0.99143006 | 0.0181243404 |   1.083 |
|         -2.890105 |  0.9982547 | 0.0183633444 |   1.081 |
|          -2.86881 | 0.99365428 | 0.0186260204 |   1.079 |
|        -2.8475259 | 0.98255282 | 0.0184214616 |   1.076 |
|        -2.8262412 |  1.0093476 | 0.0187233308 |   1.074 |
|        -2.8049542 |  1.0084208 | 0.0186392904 |   1.072 |
|         -2.783667 |  1.0020414 | 0.0179102404 |    1.07 |
|        -2.7623799 | 0.99695031 | 0.0181201212 |   1.068 |
|        -2.7410997 |   1.005247 | 0.0185012636 |   1.066 |
|        -2.7198104 |  1.0033138 | 0.0188344772 |   1.064 |
|        -2.6985222 |  1.0184246 | 0.0190821512 |   1.062 |
|        -2.6772096 |  1.0014977 | 0.0181277868 |    1.06 |
|        -2.6559244 |  1.0043691 | 0.0181535176 |   1.058 |
|        -2.6346418 |  1.0063265 | 0.0184005084 |   1.056 |
|        -2.6133788 | 0.99626994 | 0.0187777672 |   1.055 |
|        -2.5920948 |  1.0013704 | 0.0188522092 |   1.053 |
|         -2.570812 |   1.007913 |  0.018363496 |   1.051 |
|        -2.5494897 | 0.99746785 | 0.0181571644 |   1.049 |
|        -2.5282015 | 0.99846994 | 0.0183284132 |   1.048 |
|        -2.5069191 |  1.0016826 | 0.0184864424 |   1.046 |
|        -2.4856354 | 0.99843925 | 0.0181640816 |   1.044 |
|        -2.4643516 | 0.99569812 |  0.017939344 |   1.043 |
|        -2.4430683 | 0.99558695 | 0.0178617232 |   1.041 |
|        -2.4217818 |  1.0044339 | 0.0181790476 |    1.04 |
|        -2.4004989 |   1.008439 |  0.017954832 |   1.038 |
|        -2.3792167 | 0.99474562 | 0.0178654532 |   1.037 |
|        -2.3579327 | 0.99098424 | 0.0180067012 |   1.036 |
|         -2.336646 | 0.98951482 | 0.0177123152 |   1.034 |
|        -2.3153603 |  1.0053408 | 0.0177939648 |   1.033 |
|         -2.294074 | 0.99651608 | 0.0177507548 |   1.032 |
|        -2.2727892 | 0.99250407 |  0.017919384 |    1.03 |
|         -2.251503 | 0.99473925 | 0.0175886396 |   1.029 |
|        -2.2302154 |  1.0002286 | 0.0177154988 |   1.028 |
|        -2.2089278 | 0.99039614 | 0.0173812152 |   1.027 |
|        -2.1876383 |  1.0018779 | 0.0175582932 |   1.026 |
|        -2.1450635 | 0.99546013 | 0.0178105896 |   1.023 |
|        -2.1237799 | 0.99119478 | 0.0176753192 |   1.022 |
|        -2.1024884 |  1.0006943 |  0.017581212 |   1.021 |
|        -2.0811985 | 0.99610146 | 0.0175843908 |    1.02 |
|        -2.0599118 | 0.99089906 | 0.0176654924 |   1.019 |
|        -2.0386263 |  1.0085184 | 0.0181384472 |   1.018 |
|        -2.0173329 |   1.002547 | 0.0177619908 |   1.018 |
|        -1.9960691 | 0.98649134 | 0.0176803556 |   1.017 |
|        -1.9747869 | 0.99475094 |  0.017837736 |   1.016 |
|        -1.9534993 | 0.99780386 | 0.0179538796 |   1.015 |
|        -1.9322144 | 0.99091775 | 0.0175354004 |   1.014 |
|        -1.9109266 | 0.99363789 | 0.0176532092 |   1.014 |
|        -1.8896425 | 0.99481722 | 0.0178535536 |   1.013 |
|        -1.8683515 | 0.99121378 |  0.017524918 |   1.012 |
|        -1.8470625 | 0.99681378 |  0.017395022 |   1.012 |
|        -1.8257635 | 0.99403048 | 0.0176952616 |   1.011 |
|        -1.8044778 | 0.99378476 | 0.0170620904 |    1.01 |
|        -1.7832113 | 0.99559436 | 0.0176861508 |    1.01 |
|        -1.7619204 | 0.98984186 | 0.0175027836 |   1.009 |
|        -1.7406241 | 0.98790282 | 0.0170906248 |   1.009 |
|        -1.7193345 |  1.0025507 | 0.0181474468 |   1.008 |
|        -1.6980541 | 0.99473956 | 0.0181763336 |   1.008 |
|        -1.6767681 | 0.99677557 | 0.0175212028 |   1.007 |
|        -1.6554749 | 0.99523674 | 0.0173064112 |   1.007 |
|        -1.6341845 | 0.99082015 |  0.017088196 |   1.007 |
|        -1.6128945 | 0.99143006 | 0.0171152168 |   1.006 |
|        -1.5916034 | 0.99033643 | 0.0169695032 |   1.006 |
|        -1.5703135 | 0.99730532 | 0.0168738092 |   1.006 |
|        -1.5490272 |  0.9991905 | 0.0174518624 |   1.006 |
|        -1.5277421 | 0.99940835 | 0.0171734648 |   1.005 |
|        -1.5064534 | 0.99790177 | 0.0171265704 |   1.005 |
|        -1.4851331 |  0.9937047 | 0.0169724308 |   1.005 |
|         -1.463762 | 0.98465804 | 0.0168682916 |   1.005 |
|        -1.4424256 | 0.99187234 |  0.016964028 |   1.005 |
|          -1.42107 | 0.98857495 |  0.016872108 |   1.005 |
|        -1.3784496 | 0.99894624 |  0.016364754 |   1.005 |
|        -1.3571502 | 0.98697537 | 0.0162954508 |   1.005 |
|        -1.3358176 | 0.99520115 | 0.0164624964 |   1.005 |
|        -1.3144943 | 0.99876106 | 0.0162922184 |   1.005 |
|        -1.2931982 | 0.98691169 | 0.0162383332 |   1.005 |
|        -1.2718925 |  0.9899904 | 0.0162379812 |   1.005 |
|        -1.2505543 | 0.98219458 | 0.0163826964 |   1.005 |
|        -1.2292571 |  1.0027268 | 0.0167665836 |   1.006 |
|        -1.2079121 | 0.99531889 | 0.0170930172 |   1.006 |
|        -1.1864119 |  0.9972548 | 0.0163006016 |   1.006 |
|        -1.1648556 | 0.99665094 | 0.0163722272 |   1.006 |
|        -1.1432757 | 0.98250773 | 0.0160953416 |   1.007 |
|        -1.1217138 | 0.98832338 | 0.0163729136 |   1.007 |
|        -1.1001447 | 0.97968946 | 0.0162458228 |   1.007 |
|        -1.0786917 | 0.99356775 | 0.0173106124 |   1.008 |
|        -1.0572883 | 0.98803894 | 0.0167660164 |   1.008 |
|        -1.0359918 |  0.9947881 | 0.0166718388 |   1.009 |
|         -1.014699 | 0.99123612 | 0.0167289336 |   1.009 |
|       -0.99341132 | 0.98664739 | 0.0167567588 |    1.01 |
|       -0.97212387 | 0.99981681 | 0.0165625112 |    1.01 |
|       -0.95083896 | 0.99617119 | 0.0165405304 |   1.011 |
|       -0.92955304 |   1.000363 | 0.0165797364 |   1.011 |
|       -0.90826621 |  0.9885476 | 0.0165009588 |   1.012 |
|       -0.88698229 | 0.98811806 |  0.016488002 |   1.013 |
|       -0.86567354 | 0.99799583 | 0.0167579428 |   1.013 |
|       -0.84438941 | 0.98797787 | 0.0163706304 |   1.014 |
|       -0.82310593 | 0.98446065 |  0.016413736 |   1.015 |
|       -0.80182615 |  1.0016482 | 0.0165154796 |   1.016 |
|       -0.78054763 | 0.98549061 | 0.0165273452 |   1.016 |
|       -0.75925862 | 0.98581973 | 0.0165188232 |   1.017 |
|       -0.73797115 |    0.98855 |  0.016446604 |   1.018 |
|       -0.71670296 | 0.98720919 | 0.0167080684 |   1.019 |
|       -0.69542237 | 0.99413904 | 0.0166369028 |    1.02 |
|       -0.67411321 |  1.0008372 | 0.0168007792 |   1.021 |
|       -0.65283032 | 0.99658079 | 0.0168527528 |   1.022 |
|       -0.63155042 | 0.98282558 |  0.016885766 |   1.023 |
|       -0.61026839 | 0.98811618 | 0.0171417632 |   1.024 |
|       -0.58898444 | 0.98731159 |  0.017382176 |   1.025 |
|       -0.56766572 | 0.98969781 | 0.0173577028 |   1.026 |
|       -0.54637922 | 0.98804144 | 0.0171785668 |   1.027 |
|        -0.5250935 | 0.99494342 | 0.0172130948 |   1.029 |
|       -0.50380809 |  1.0063626 | 0.0174113172 |    1.03 |
|       -0.48252201 | 0.98636389 |  0.017225254 |   1.031 |
|       -0.43993957 |  1.0048244 |  0.017287444 |   1.034 |
|        -0.4186607 | 0.98099552 | 0.0168423928 |   1.035 |
|         -0.397377 | 0.99242171 | 0.0172410684 |   1.036 |
|       -0.37609053 | 0.99647015 | 0.0173089244 |   1.038 |
|       -0.35480246 |  1.0036408 | 0.0170136284 |   1.039 |
|       -0.33352101 | 0.98477902 |  0.016686774 |   1.041 |
|       -0.31223339 | 0.99056587 | 0.0168014104 |   1.042 |
|       -0.29094817 | 0.99451816 | 0.0172990764 |   1.044 |
|       -0.26966213 | 0.99983361 |  0.017945904 |   1.045 |
|       -0.24837996 |   0.988419 | 0.0169828528 |   1.047 |
|       -0.22709475 |  0.9930737 |  0.017346868 |   1.049 |
|       -0.20581328 | 0.99486691 | 0.0171543904 |    1.05 |
|       -0.18454986 |  0.9890856 | 0.0173383264 |   1.052 |
|       -0.16326788 | 0.99061503 | 0.0171284444 |   1.054 |
|       -0.14198078 |  1.0005293 | 0.0172600336 |   1.056 |
|        -0.1206947 | 0.99471107 | 0.0172384556 |   1.057 |
|      -0.099403773 | 0.99448361 | 0.0171379612 |   1.059 |
|      -0.078121606 | 0.99710094 | 0.0172794668 |   1.061 |
|      -0.056835741 | 0.98291357 | 0.0171367248 |   1.063 |
|      -0.035551451 | 0.99066837 | 0.0171545712 |   1.065 |
|      -0.014262501 | 0.99982891 | 0.0170807244 |   1.067 |
|      0.0070317909 |  1.0051767 | 0.0172034932 |   1.069 |
|       0.028319634 |  1.0022292 | 0.0177514396 |   1.071 |
|       0.049611636 |  1.0182446 |  0.018073628 |   1.073 |
